DAUID,Province or territory,CISR Dimension 1 Scores,CISR Dimension 2 Scores,CISR Dimension 3 Scores,CISR Scores,CISR Quintiles,CISR Most Resilient Dimension
10010630,Newfoundland & Labrador,-0.54964,0.73594,-0.58467,-0.13279,3,Dimension 2
10010631,Newfoundland & Labrador,-0.25503,-0.79824,-1.12594,-0.72641,1,Dimension 1
10010632,Newfoundland & Labrador,-0.31781,0.4855,-0.68932,-0.17387,2,Dimension 2
10010633,Newfoundland & Labrador,-0.30191,0.0466,-0.21909,-0.15814,2,Dimension 2
10010634,Newfoundland & Labrador,-0.30975,0.11691,0.17156,-0.0071,3,Dimension 3
10010635,Newfoundland & Labrador,0.37372,0.28323,-0.31912,0.11261,3,Dimension 1
10010636,Newfoundland & Labrador,-0.25382,0.40904,0.17711,0.11078,3,Dimension 2
10010637,Newfoundland & Labrador,-0.5908,0.33333,0.85264,0.19839,4,Dimension 3
10010638,Newfoundland & Labrador,-0.01582,0.28792,-1.52124,-0.41638,2,Dimension 2
10010639,Newfoundland & Labrador,-0.35844,0.35455,-0.41162,-0.13851,3,Dimension 2
10010640,Newfoundland & Labrador,-0.03475,0.76914,-0.18115,0.18441,4,Dimension 2
10010641,Newfoundland & Labrador,-0.01681,1.29806,-1.51583,-0.07819,3,Dimension 2
10010642,Newfoundland & Labrador,-0.73987,0.01342,-1.09992,-0.60879,1,Dimension 2
10010643,Newfoundland & Labrador,0.14531,-0.14394,-1.02065,-0.33976,2,Dimension 1
10010644,Newfoundland & Labrador,0.33729,0.51204,1.38521,0.74484,5,Dimension 3
10010645,Newfoundland & Labrador,-0.89898,0.41966,-1.22235,-0.56722,1,Dimension 2
10010646,Newfoundland & Labrador,-0.01712,-0.28069,-1.37103,-0.55628,1,Dimension 1
10010647,Newfoundland & Labrador,-0.1986,-0.33917,-1.03833,-0.52537,2,Dimension 1
10010648,Newfoundland & Labrador,-0.39086,0.75342,-0.75504,-0.13082,3,Dimension 2
10010649,Newfoundland & Labrador,-0.17476,0.16547,-1.05587,-0.35506,2,Dimension 2
10010650,Newfoundland & Labrador,-0.19614,0.31526,-2.06633,-0.64907,1,Dimension 2
10010651,Newfoundland & Labrador,-0.13523,0.04987,0.54257,0.1524,3,Dimension 3
10010652,Newfoundland & Labrador,-0.47105,-0.68017,0.32451,-0.27557,2,Dimension 3
10010653,Newfoundland & Labrador,-0.21383,-0.23099,-0.4992,-0.31467,2,Dimension 1
10010654,Newfoundland & Labrador,-0.41042,0.63721,-0.64648,-0.1399,3,Dimension 2
10010655,Newfoundland & Labrador,-0.16618,1.15536,-1.14052,-0.05045,3,Dimension 2
10010656,Newfoundland & Labrador,0.08064,0.99027,-0.30854,0.25412,4,Dimension 2
10010657,Newfoundland & Labrador,-0.40758,0.45666,-0.76734,-0.23942,2,Dimension 2
10010658,Newfoundland & Labrador,-0.41241,-0.21201,-1.34479,-0.65641,1,Dimension 2
10010659,Newfoundland & Labrador,-0.23563,0.8777,0.52755,0.38987,4,Dimension 2
10010660,Newfoundland & Labrador,0.00444,-0.81868,0.93409,0.03995,3,Dimension 3
10010661,Newfoundland & Labrador,-0.12766,0.72036,0.8818,0.4915,4,Dimension 3
10010662,Newfoundland & Labrador,0.5899,0.80025,-0.04845,0.44723,4,Dimension 2
10010663,Newfoundland & Labrador,1.07179,2.23268,0.15597,1.15348,5,Dimension 2
10010664,Newfoundland & Labrador,-0.04701,1.42653,-0.49153,0.296,4,Dimension 2
10010666,Newfoundland & Labrador,-0.94405,0.989,1.0518,0.36559,4,Dimension 3
10010667,Newfoundland & Labrador,0.04624,0.5414,1.63426,0.74063,5,Dimension 3
10010668,Newfoundland & Labrador,0.30667,0.92992,0.34014,0.52558,4,Dimension 2
10010669,Newfoundland & Labrador,-0.42559,0.75426,-0.09603,0.07755,3,Dimension 2
10010670,Newfoundland & Labrador,-0.526,0.46172,0.33615,0.09062,3,Dimension 2
10010671,Newfoundland & Labrador,-0.53769,0.47418,0.40931,0.11527,3,Dimension 2
10010672,Newfoundland & Labrador,-0.15044,0.877,-0.82845,-0.03396,3,Dimension 2
10010673,Newfoundland & Labrador,-0.31391,0.21655,-0.96848,-0.35528,2,Dimension 2
10010674,Newfoundland & Labrador,-0.5628,0.74615,-0.17349,0.00329,3,Dimension 2
10010675,Newfoundland & Labrador,-0.65441,0.21475,-0.15317,-0.19761,2,Dimension 2
10010676,Newfoundland & Labrador,-1.25284,1.02136,-0.30976,-0.18041,2,Dimension 2
10010677,Newfoundland & Labrador,-1.54238,-0.65116,0.52811,-0.55515,1,Dimension 3
10010678,Newfoundland & Labrador,-0.97844,0.74567,-0.20212,-0.14496,3,Dimension 2
10010679,Newfoundland & Labrador,-0.69781,0.53477,-0.45981,-0.20762,2,Dimension 2
10010680,Newfoundland & Labrador,-0.39407,0.2085,0.02155,-0.05467,3,Dimension 2
10010681,Newfoundland & Labrador,-0.26103,0.37198,-1.19024,-0.35976,2,Dimension 2
10010683,Newfoundland & Labrador,-0.68626,0.83433,0.35876,0.16894,4,Dimension 2
10010684,Newfoundland & Labrador,-0.4325,0.5287,-0.38352,-0.09578,3,Dimension 2
10010685,Newfoundland & Labrador,-0.7686,1.04925,0.69672,0.32579,4,Dimension 2
10010686,Newfoundland & Labrador,-0.41173,0.9879,-0.55804,0.00604,3,Dimension 2
10010687,Newfoundland & Labrador,-1.1463,0.66448,1.38196,0.30005,4,Dimension 3
10010688,Newfoundland & Labrador,-0.21332,0.79472,0.01674,0.19938,4,Dimension 2
10010689,Newfoundland & Labrador,-0.57272,0.17131,-0.54646,-0.31595,2,Dimension 2
10010690,Newfoundland & Labrador,-0.65993,0.31215,-1.40626,-0.58468,1,Dimension 2
10010691,Newfoundland & Labrador,-1.03761,0.52928,0.0651,-0.14775,3,Dimension 2
10010692,Newfoundland & Labrador,-0.75618,0.19104,-0.86069,-0.47528,2,Dimension 2
10010694,Newfoundland & Labrador,-0.97481,0.08173,-0.85313,-0.58207,1,Dimension 2
10010695,Newfoundland & Labrador,-1.70564,0.03956,-1.08562,-0.91723,1,Dimension 2
10010696,Newfoundland & Labrador,-1.46298,-0.12233,-2.01732,-1.20088,1,Dimension 2
10010697,Newfoundland & Labrador,-0.87068,0.42875,-1.26044,-0.56746,1,Dimension 2
10010698,Newfoundland & Labrador,-1.41279,0.25573,-0.9556,-0.70422,1,Dimension 2
10010699,Newfoundland & Labrador,-0.98187,0.14305,-1.50855,-0.78246,1,Dimension 2
10010700,Newfoundland & Labrador,-0.92201,0.18354,-1.52882,-0.75576,1,Dimension 2
10010701,Newfoundland & Labrador,-0.92247,0.92814,-0.33746,-0.1106,3,Dimension 2
10010702,Newfoundland & Labrador,-1.65483,0.04026,-1.43312,-1.0159,1,Dimension 2
10010703,Newfoundland & Labrador,-1.29898,0.11335,-2.46354,-1.21639,1,Dimension 2
10010704,Newfoundland & Labrador,-1.64615,-0.33859,-2.75146,-1.57873,1,Dimension 2
10010705,Newfoundland & Labrador,-0.51364,-0.41056,-2.23951,-1.05457,1,Dimension 2
10010706,Newfoundland & Labrador,-0.99836,0.90602,-1.56711,-0.55315,1,Dimension 2
10010707,Newfoundland & Labrador,-1.3453,0.41784,-1.64174,-0.8564,1,Dimension 2
10010708,Newfoundland & Labrador,-1.4653,0.03408,-1.54142,-0.99088,1,Dimension 2
10010709,Newfoundland & Labrador,-1.53653,0.82189,-1.02198,-0.57887,1,Dimension 2
10010710,Newfoundland & Labrador,-1.67405,0.37598,-1.59332,-0.9638,1,Dimension 2
10010711,Newfoundland & Labrador,-1.73951,0.5226,-0.73572,-0.65088,1,Dimension 2
10010712,Newfoundland & Labrador,-1.08534,-0.06083,-0.43986,-0.52868,2,Dimension 2
10010713,Newfoundland & Labrador,-0.87374,0.3784,-2.5588,-1.01805,1,Dimension 2
10010714,Newfoundland & Labrador,-1.58296,0.28293,-3.66054,-1.65352,1,Dimension 2
10010715,Newfoundland & Labrador,-0.89448,-0.34372,-3.10851,-1.4489,1,Dimension 2
10010716,Newfoundland & Labrador,-2.25056,0.68482,-1.50758,-1.02444,1,Dimension 2
10010717,Newfoundland & Labrador,-1.25819,0.56861,-1.23188,-0.64049,1,Dimension 2
10010718,Newfoundland & Labrador,-1.22558,1.16649,-0.61542,-0.22484,2,Dimension 2
10010719,Newfoundland & Labrador,-0.74442,0.32206,-0.33569,-0.25269,2,Dimension 2
10010720,Newfoundland & Labrador,-1.61584,0.35967,-0.33406,-0.53008,2,Dimension 2
10010721,Newfoundland & Labrador,-0.64313,-0.49044,-1.19249,-0.77536,1,Dimension 2
10010722,Newfoundland & Labrador,-1.26663,-0.05439,-1.3988,-0.9066,1,Dimension 2
10010723,Newfoundland & Labrador,-0.773,1.11666,-2.35864,-0.67166,1,Dimension 2
10010724,Newfoundland & Labrador,-1.59409,-0.08762,-1.71481,-1.13217,1,Dimension 2
10010725,Newfoundland & Labrador,-1.30585,0.91405,-3.36838,-1.25339,1,Dimension 2
10010726,Newfoundland & Labrador,-0.91412,0.33316,-0.96555,-0.51551,2,Dimension 2
10010727,Newfoundland & Labrador,-2.09263,-0.24386,-1.54908,-1.29519,1,Dimension 2
10010728,Newfoundland & Labrador,-1.14437,0.35599,-1.70934,-0.83258,1,Dimension 2
10010729,Newfoundland & Labrador,-0.77015,0.72001,-2.57341,-0.87452,1,Dimension 2
10010730,Newfoundland & Labrador,-1.45415,0.54888,-2.26202,-1.05576,1,Dimension 2
10010731,Newfoundland & Labrador,-0.98483,0.5465,-2.43289,-0.95708,1,Dimension 2
10010732,Newfoundland & Labrador,-2.41637,-0.69432,0.30182,-0.93629,1,Dimension 3
10010733,Newfoundland & Labrador,0.36908,0.27473,-3.33583,-0.89734,1,Dimension 1
10010734,Newfoundland & Labrador,-1.12113,1.53279,-2.14699,-0.57845,1,Dimension 2
10010735,Newfoundland & Labrador,-1.98006,0.09494,-2.04903,-1.31138,1,Dimension 2
10010736,Newfoundland & Labrador,-1.71168,0.02759,-1.51603,-1.06671,1,Dimension 2
10010737,Newfoundland & Labrador,-1.14655,0.9057,-1.74075,-0.66053,1,Dimension 2
10010738,Newfoundland & Labrador,-2.26071,0.91002,-1.20684,-0.85251,1,Dimension 2
10010740,Newfoundland & Labrador,-1.05659,0.40303,-2.06376,-0.90578,1,Dimension 2
10010741,Newfoundland & Labrador,-0.686,0.53347,-0.10982,-0.08745,3,Dimension 2
10010742,Newfoundland & Labrador,-1.42863,0.56429,-0.65519,-0.50651,2,Dimension 2
10010743,Newfoundland & Labrador,-0.67795,1.4434,0.41642,0.39396,4,Dimension 2
10010744,Newfoundland & Labrador,-1.44846,0.54916,-2.46399,-1.1211,1,Dimension 2
10010745,Newfoundland & Labrador,-1.74521,-0.01994,-2.90056,-1.55524,1,Dimension 2
10010746,Newfoundland & Labrador,-0.28124,0.6491,-0.48101,-0.03772,3,Dimension 2
10010747,Newfoundland & Labrador,-2.03194,-0.34754,1.23733,-0.38072,2,Dimension 3
10010748,Newfoundland & Labrador,-2.17117,-0.69609,-0.83428,-1.23385,1,Dimension 2
10010749,Newfoundland & Labrador,-2.54581,0.9783,-0.42943,-0.66564,1,Dimension 2
10010750,Newfoundland & Labrador,-0.74306,0.51415,-1.06119,-0.43003,2,Dimension 2
10010751,Newfoundland & Labrador,-1.00554,0.89301,-1.33586,-0.4828,2,Dimension 2
10010752,Newfoundland & Labrador,-2.19925,-0.15726,-0.91154,-1.08935,1,Dimension 2
10010753,Newfoundland & Labrador,-0.53823,0.80983,-0.61104,-0.11315,3,Dimension 2
10010754,Newfoundland & Labrador,-0.72265,-0.26345,-1.92908,-0.97172,1,Dimension 2
10010755,Newfoundland & Labrador,-0.62658,0.82113,-1.04165,-0.28236,2,Dimension 2
10010756,Newfoundland & Labrador,-1.03563,-0.72384,-2.6007,-1.45339,1,Dimension 2
10010757,Newfoundland & Labrador,0.18723,0.75099,-2.90381,-0.6552,1,Dimension 2
10010758,Newfoundland & Labrador,-0.48486,0.11566,-1.21216,-0.52712,2,Dimension 2
10010759,Newfoundland & Labrador,-0.94932,0.65365,-0.89402,-0.39656,2,Dimension 2
10010760,Newfoundland & Labrador,-1.02444,0.82243,-2.48483,-0.89561,1,Dimension 2
10010761,Newfoundland & Labrador,-0.70496,0.92662,-0.01466,0.069,3,Dimension 2
10010762,Newfoundland & Labrador,-0.90917,0.15925,-0.11655,-0.28882,2,Dimension 2
10010764,Newfoundland & Labrador,-0.96298,0.5105,-0.86107,-0.43785,2,Dimension 2
10010765,Newfoundland & Labrador,-0.68961,-0.62265,-1.7838,-1.03202,1,Dimension 2
10010766,Newfoundland & Labrador,-1.11374,0.56692,-0.5544,-0.36707,2,Dimension 2
10010767,Newfoundland & Labrador,-0.8003,-0.12898,-2.10709,-1.01212,1,Dimension 2
10010768,Newfoundland & Labrador,-0.26138,0.08107,-0.90965,-0.36332,2,Dimension 2
10010769,Newfoundland & Labrador,-0.54997,0.35047,0.60959,0.1367,3,Dimension 3
10010770,Newfoundland & Labrador,-0.05221,0.67319,-0.83216,-0.07039,3,Dimension 2
10010771,Newfoundland & Labrador,0.10318,0.86507,0.73224,0.56683,5,Dimension 2
10010772,Newfoundland & Labrador,0.20466,0.78738,0.6925,0.56151,5,Dimension 2
10010773,Newfoundland & Labrador,-0.01626,-0.42296,0.10395,-0.11176,3,Dimension 3
10010774,Newfoundland & Labrador,-0.61045,-0.37431,-1.01817,-0.66764,1,Dimension 2
10010776,Newfoundland & Labrador,0.7295,1.36534,1.516,1.20361,5,Dimension 3
10010777,Newfoundland & Labrador,0.24643,1.11056,1.07085,0.80928,5,Dimension 2
10010778,Newfoundland & Labrador,-0.18694,0.72286,-0.17095,0.12166,3,Dimension 2
10010779,Newfoundland & Labrador,-0.66409,-0.16481,0.59993,-0.07632,3,Dimension 3
10010780,Newfoundland & Labrador,-0.39881,0.40128,-0.21718,-0.07157,3,Dimension 2
10010781,Newfoundland & Labrador,-0.15738,0.7485,1.19042,0.59385,5,Dimension 3
10010782,Newfoundland & Labrador,-0.61891,0.54092,0.36497,0.09566,3,Dimension 2
10010783,Newfoundland & Labrador,-0.17471,0.75161,-0.59438,-0.00583,3,Dimension 2
10010784,Newfoundland & Labrador,-0.197,0.2954,-0.62929,-0.17696,2,Dimension 2
10010785,Newfoundland & Labrador,-0.02402,0.45155,0.37741,0.26832,4,Dimension 2
10010786,Newfoundland & Labrador,-0.43519,0.76668,0.58457,0.30535,4,Dimension 2
10010787,Newfoundland & Labrador,-0.43063,0.62856,1.00666,0.40153,4,Dimension 3
10010788,Newfoundland & Labrador,-0.78961,0.57228,0.31957,0.03408,3,Dimension 2
10010789,Newfoundland & Labrador,-0.81313,0.85829,0.21185,0.08567,3,Dimension 2
10010790,Newfoundland & Labrador,-0.68023,0.52914,-0.72041,-0.2905,2,Dimension 2
10010791,Newfoundland & Labrador,-0.52269,0.17712,-0.08294,-0.14284,3,Dimension 2
10010792,Newfoundland & Labrador,-0.50289,1.06344,0.47003,0.34353,4,Dimension 2
10010793,Newfoundland & Labrador,-0.49168,0.59872,1.07548,0.39417,4,Dimension 3
10010794,Newfoundland & Labrador,0.60311,0.99309,0.59611,0.73077,5,Dimension 2
10010795,Newfoundland & Labrador,-0.12662,1.14143,0.27184,0.42888,4,Dimension 2
10010796,Newfoundland & Labrador,0.52619,0.62054,0.45554,0.53409,5,Dimension 2
10010798,Newfoundland & Labrador,0.38943,0.63676,0.74999,0.59206,5,Dimension 3
10010799,Newfoundland & Labrador,0.17881,1.41219,0.567,0.71933,5,Dimension 2
10010800,Newfoundland & Labrador,-0.10924,0.79873,0.23981,0.30977,4,Dimension 2
10010801,Newfoundland & Labrador,0.43925,0.88759,1.06487,0.79723,5,Dimension 3
10010802,Newfoundland & Labrador,-0.08956,0.79763,0.35541,0.35449,4,Dimension 2
10010803,Newfoundland & Labrador,-0.16677,0.7665,0.64324,0.41432,4,Dimension 2
10010804,Newfoundland & Labrador,0.05437,0.08352,1.3898,0.50923,4,Dimension 3
10010805,Newfoundland & Labrador,-0.41555,0.53158,0.50356,0.20653,4,Dimension 2
10010806,Newfoundland & Labrador,-0.48978,0.31127,-0.08956,-0.08936,3,Dimension 2
10010807,Newfoundland & Labrador,-0.86976,-0.17764,-1.21405,-0.75382,1,Dimension 2
10010808,Newfoundland & Labrador,-1.08637,-1.70628,-1.99376,-1.59547,1,Dimension 1
10010809,Newfoundland & Labrador,-0.6705,0.77785,-1.22998,-0.37421,2,Dimension 2
10010810,Newfoundland & Labrador,-1.66679,-0.66908,-1.5472,-1.29436,1,Dimension 2
10010811,Newfoundland & Labrador,-0.83028,-0.19066,-3.05779,-1.35958,1,Dimension 2
10010813,Newfoundland & Labrador,-0.05286,-0.33233,0.37372,-0.00382,3,Dimension 3
10010814,Newfoundland & Labrador,0.42369,0.21539,0.57666,0.40525,4,Dimension 3
10010815,Newfoundland & Labrador,-0.21171,-2.15635,0.29254,-0.69184,1,Dimension 3
10010817,Newfoundland & Labrador,0.10282,0.37893,1.16594,0.54923,5,Dimension 3
10010818,Newfoundland & Labrador,-0.09495,0.52912,0.8666,0.43359,4,Dimension 3
10010820,Newfoundland & Labrador,0.05839,0.55101,1.04197,0.55045,5,Dimension 3
10010821,Newfoundland & Labrador,0.43435,1.56835,1.68277,1.22849,5,Dimension 3
10010822,Newfoundland & Labrador,-0.11418,0.77811,-0.00812,0.21861,4,Dimension 2
10010823,Newfoundland & Labrador,-0.30396,0.22799,-0.06802,-0.048,3,Dimension 2
10010824,Newfoundland & Labrador,-0.22755,0.04363,0.40548,0.07385,3,Dimension 3
10010827,Newfoundland & Labrador,-0.07656,0.47403,1.66228,0.68658,5,Dimension 3
10010828,Newfoundland & Labrador,0.17794,1.25673,1.09796,0.84421,5,Dimension 2
10010830,Newfoundland & Labrador,0.39588,-0.07612,1.25237,0.52404,4,Dimension 3
10010832,Newfoundland & Labrador,-0.52531,0.54373,-0.5776,-0.18639,2,Dimension 2
10010833,Newfoundland & Labrador,-0.01766,0.20266,1.07669,0.42056,4,Dimension 3
10010834,Newfoundland & Labrador,0.21462,-0.79964,1.16253,0.1925,4,Dimension 3
10010835,Newfoundland & Labrador,0.49397,-0.82132,1.46502,0.37922,4,Dimension 3
10010836,Newfoundland & Labrador,0.26649,-0.19104,1.78819,0.62122,5,Dimension 3
10010837,Newfoundland & Labrador,1.02749,1.68019,1.81815,1.50861,5,Dimension 3
10010838,Newfoundland & Labrador,0.89734,1.67531,1.87148,1.48138,5,Dimension 3
10010839,Newfoundland & Labrador,0.42445,0.24829,0.96317,0.54531,5,Dimension 3
10010840,Newfoundland & Labrador,0.38095,0.02972,0.52613,0.31227,4,Dimension 3
10010841,Newfoundland & Labrador,0.152,0.37988,1.55575,0.69588,5,Dimension 3
10010842,Newfoundland & Labrador,0.81236,1.09737,2.32602,1.41192,5,Dimension 3
10010844,Newfoundland & Labrador,0.23376,0.89119,0.96314,0.69603,5,Dimension 3
10010846,Newfoundland & Labrador,0.04881,0.45252,0.68689,0.39607,4,Dimension 3
10020079,Newfoundland & Labrador,-0.91799,0.68246,-2.02286,-0.7528,1,Dimension 2
10020081,Newfoundland & Labrador,-2.45855,0.33555,-1.38645,-1.16982,1,Dimension 2
10020082,Newfoundland & Labrador,-2.00355,0.808,-1.83357,-1.00971,1,Dimension 2
10020083,Newfoundland & Labrador,-1.46416,0.34697,-2.65813,-1.25844,1,Dimension 2
10020084,Newfoundland & Labrador,-1.67669,1.17136,-0.21303,-0.23945,2,Dimension 2
10020085,Newfoundland & Labrador,-1.3524,-0.32471,-2.06017,-1.24576,1,Dimension 2
10020086,Newfoundland & Labrador,-1.90624,-0.44875,-2.72818,-1.69439,1,Dimension 2
10020087,Newfoundland & Labrador,-3.29566,-0.15097,-1.97723,-1.80795,1,Dimension 2
10020088,Newfoundland & Labrador,-1.93583,-0.25756,-2.80225,-1.66521,1,Dimension 2
10020089,Newfoundland & Labrador,-1.56208,0.11729,-2.64479,-1.36319,1,Dimension 2
10020091,Newfoundland & Labrador,-2.31744,0.54967,-0.83491,-0.86756,1,Dimension 2
10020092,Newfoundland & Labrador,-3.09872,0.24985,-0.66947,-1.17278,1,Dimension 2
10020093,Newfoundland & Labrador,-2.85556,-0.61911,-0.99374,-1.48947,1,Dimension 2
10020094,Newfoundland & Labrador,-2.18989,1.02887,-1.46301,-0.87468,1,Dimension 2
10020095,Newfoundland & Labrador,-1.73417,1.08704,-2.03404,-0.89372,1,Dimension 2
10020096,Newfoundland & Labrador,-0.69855,0.76489,0.31005,0.12546,3,Dimension 2
10020097,Newfoundland & Labrador,-0.77818,0.37235,0.31573,-0.03003,3,Dimension 2
10020098,Newfoundland & Labrador,-0.76132,0.0536,-0.93464,-0.54745,1,Dimension 2
10020099,Newfoundland & Labrador,-0.97893,-0.28683,-1.645,-0.97025,1,Dimension 2
10020100,Newfoundland & Labrador,-1.32429,-0.00459,-1.94775,-1.09221,1,Dimension 2
10020101,Newfoundland & Labrador,-0.99288,-0.25242,-1.11633,-0.78721,1,Dimension 2
10020102,Newfoundland & Labrador,-1.66538,-0.57714,-1.33546,-1.19266,1,Dimension 2
10020103,Newfoundland & Labrador,-1.4845,-1.07558,-2.13738,-1.56582,1,Dimension 2
10020104,Newfoundland & Labrador,-1.45059,0.22583,-0.53288,-0.58588,1,Dimension 2
10020105,Newfoundland & Labrador,-1.28508,0.87186,-0.8097,-0.40764,2,Dimension 2
10020106,Newfoundland & Labrador,-0.60854,0.33349,-1.73042,-0.66849,1,Dimension 2
10020107,Newfoundland & Labrador,-1.19538,0.05148,-0.69158,-0.61182,1,Dimension 2
10020108,Newfoundland & Labrador,-1.75303,1.12674,-0.83428,-0.48686,2,Dimension 2
10020110,Newfoundland & Labrador,-0.60972,0.50188,-0.09195,-0.0666,3,Dimension 2
10020111,Newfoundland & Labrador,-1.05498,0.85523,-0.01343,-0.07106,3,Dimension 2
10020112,Newfoundland & Labrador,-1.38174,0.83943,-0.42311,-0.32181,2,Dimension 2
10020113,Newfoundland & Labrador,-0.63616,0.27379,-1.95508,-0.77249,1,Dimension 2
10020114,Newfoundland & Labrador,-1.84952,0.15503,-1.80985,-1.16811,1,Dimension 2
10020115,Newfoundland & Labrador,-1.87151,-1.06516,-1.83083,-1.58917,1,Dimension 2
10020116,Newfoundland & Labrador,-1.84937,0.36308,-1.13947,-0.87525,1,Dimension 2
10020117,Newfoundland & Labrador,-1.36025,1.54992,-0.9196,-0.24331,2,Dimension 2
10020118,Newfoundland & Labrador,-1.46285,0.27166,-1.51578,-0.90232,1,Dimension 2
10020119,Newfoundland & Labrador,-0.84662,0.98273,-0.9126,-0.25883,2,Dimension 2
10020120,Newfoundland & Labrador,-0.99761,0.14048,-1.66261,-0.83992,1,Dimension 2
10020122,Newfoundland & Labrador,-2.20444,0.53673,-1.85581,-1.17451,1,Dimension 2
10020123,Newfoundland & Labrador,-1.87493,0.6269,-0.97897,-0.74233,1,Dimension 2
10020124,Newfoundland & Labrador,-2.14752,-0.05395,-1.31381,-1.17176,1,Dimension 2
10020125,Newfoundland & Labrador,-2.84243,0.62251,-0.70071,-0.97355,1,Dimension 2
10020126,Newfoundland & Labrador,-3.09843,-1.58898,-3.03519,-2.5742,1,Dimension 2
10020127,Newfoundland & Labrador,-1.97427,-0.92965,-2.48226,-1.79539,1,Dimension 2
10020128,Newfoundland & Labrador,-1.48707,-0.25204,-2.20735,-1.31549,1,Dimension 2
10020129,Newfoundland & Labrador,-1.68742,0.18416,-2.01675,-1.17334,1,Dimension 2
10020130,Newfoundland & Labrador,-1.29142,0.52783,-1.60504,-0.78954,1,Dimension 2
10020131,Newfoundland & Labrador,-1.88011,0.53084,-1.60191,-0.98373,1,Dimension 2
10020132,Newfoundland & Labrador,-1.42122,0.56724,-1.46496,-0.77298,1,Dimension 2
10020133,Newfoundland & Labrador,-1.06741,0.77933,-2.54562,-0.94457,1,Dimension 2
10020134,Newfoundland & Labrador,-0.45612,-0.5233,-2.80383,-1.26108,1,Dimension 1
10020135,Newfoundland & Labrador,-1.0299,-0.28574,-2.09444,-1.13669,1,Dimension 2
10020136,Newfoundland & Labrador,-0.45466,0.67473,-2.41065,-0.73019,1,Dimension 2
10020137,Newfoundland & Labrador,-1.50828,0.74856,-1.25092,-0.67021,1,Dimension 2
10030057,Newfoundland & Labrador,-1.34309,0.53642,-2.95091,-1.25253,1,Dimension 2
10030058,Newfoundland & Labrador,-2.56299,0.16776,-1.80028,-1.3985,1,Dimension 2
10030059,Newfoundland & Labrador,-2.15166,-0.00078,-2.37563,-1.50935,1,Dimension 2
10030060,Newfoundland & Labrador,-3.96513,-0.86586,-1.30609,-2.04569,1,Dimension 2
10030061,Newfoundland & Labrador,-1.22649,-2.35763,-1.95386,-1.84599,1,Dimension 1
10030062,Newfoundland & Labrador,-3.23462,0.71778,-1.31071,-1.27585,1,Dimension 2
10030063,Newfoundland & Labrador,-3.16892,0.82514,-1.2507,-1.19816,1,Dimension 2
10030064,Newfoundland & Labrador,-4.34533,-0.16011,-1.7371,-2.08085,1,Dimension 2
10030066,Newfoundland & Labrador,-1.75657,0.08941,-0.74776,-0.80497,1,Dimension 2
10030067,Newfoundland & Labrador,-1.8611,-0.27097,-1.22513,-1.11907,1,Dimension 2
10030068,Newfoundland & Labrador,-2.2461,0.3608,-0.87068,-0.91866,1,Dimension 2
10030069,Newfoundland & Labrador,-2.25698,1.35188,-2.8861,-1.26374,1,Dimension 2
10030070,Newfoundland & Labrador,-1.41485,0.70022,-0.79882,-0.50448,2,Dimension 2
10030071,Newfoundland & Labrador,-2.30894,0.45564,-0.3957,-0.74967,1,Dimension 2
10030072,Newfoundland & Labrador,-1.54231,0.12392,-3.47452,-1.63097,1,Dimension 2
10030073,Newfoundland & Labrador,-2.38217,0.96762,-0.75674,-0.72376,1,Dimension 2
