DAUID,Province or territory,CISR Dimension 1 Scores,CISR Dimension 2 Scores,CISR Dimension 3 Scores,CISR Scores,CISR Quintiles,CISR Most Resilient Dimension
35380082,Ontario,-0.87907,-1.21223,-0.99121,-1.0275,1,Dimension 1
35380083,Ontario,-1.12535,-2.34181,-1.66402,-1.71039,1,Dimension 1
35380084,Ontario,-0.69548,-0.85622,-0.75716,-0.76962,1,Dimension 1
35380085,Ontario,-0.55341,-2.49363,-1.31186,-1.45297,1,Dimension 1
35380086,Ontario,-0.6055,-1.28852,-3.53826,-1.81076,1,Dimension 1
35380087,Ontario,-0.10189,-1.74703,-1.81608,-1.22167,1,Dimension 1
35380088,Ontario,-0.71612,-2.74739,-1.46695,-1.64349,1,Dimension 1
35380089,Ontario,0.15508,-0.70572,-0.70708,-0.41924,2,Dimension 1
35380090,Ontario,-0.54524,-1.45214,-1.23217,-1.07652,1,Dimension 1
35380091,Ontario,-0.33445,-1.02879,-1.00228,-0.7885,1,Dimension 1
35380092,Ontario,-0.0402,0.20464,-0.07035,0.03136,3,Dimension 2
35380093,Ontario,-0.7016,-1.29898,-0.61075,-0.87044,1,Dimension 3
35380094,Ontario,0.27456,-1.17899,-1.53439,-0.81294,1,Dimension 1
35380095,Ontario,-0.96739,-0.78088,-0.7094,-0.81922,1,Dimension 3
35380096,Ontario,-0.21809,-1.45145,-2.72239,-1.46398,1,Dimension 1
35380097,Ontario,-0.2134,-1.79507,-3.12359,-1.71069,1,Dimension 1
35380098,Ontario,0.30642,-0.96889,-2.21894,-0.96047,1,Dimension 1
35380099,Ontario,0.0231,-1.53809,-1.14163,-0.88554,1,Dimension 1
35380100,Ontario,0.57516,0.54562,-0.59927,0.17384,4,Dimension 1
35380101,Ontario,-0.03835,-0.29092,-1.49285,-0.60738,1,Dimension 1
35380102,Ontario,-0.00555,0.5088,-0.33565,0.05587,3,Dimension 2
35380103,Ontario,0.2071,0.58282,-0.98694,-0.06567,3,Dimension 2
35380104,Ontario,-0.6687,-2.01822,-1.85356,-1.51349,1,Dimension 1
35380105,Ontario,-0.77144,-0.53912,-1.14614,-0.8189,1,Dimension 2
35380106,Ontario,-0.68417,-0.40242,-0.3575,-0.48136,2,Dimension 3
35380107,Ontario,-0.3471,0.07892,-0.76759,-0.34526,2,Dimension 2
35380108,Ontario,-0.46601,-0.82509,-1.5701,-0.95374,1,Dimension 1
35380109,Ontario,0.02544,0.36356,-1.12533,-0.24544,2,Dimension 2
35380110,Ontario,-0.86261,-0.82504,-1.57309,-1.08691,1,Dimension 2
35380111,Ontario,-0.46087,-2.59959,-1.39061,-1.48369,1,Dimension 1
35380112,Ontario,-0.51002,-0.89403,-0.88793,-0.76399,1,Dimension 1
35380113,Ontario,0.1356,1.13097,-0.85653,0.13668,3,Dimension 2
35380114,Ontario,-0.59482,0.50051,-0.63354,-0.24262,2,Dimension 2
35380115,Ontario,0.32878,0.4395,-1.16727,-0.133,3,Dimension 2
35380116,Ontario,0.46116,0.75473,-0.01202,0.40129,4,Dimension 2
35380117,Ontario,0.73794,0.41127,-0.84744,0.10059,3,Dimension 1
35380118,Ontario,0.3692,1.60659,-1.04697,0.30961,4,Dimension 2
35380119,Ontario,0.08517,1.06044,-0.90653,0.07969,3,Dimension 2
35380120,Ontario,-0.11806,0.62202,-0.9782,-0.15808,2,Dimension 2
35380121,Ontario,0.06301,0.71254,-0.01905,0.25216,4,Dimension 2
35380122,Ontario,0.1441,1.06489,-0.36847,0.28017,4,Dimension 2
35380123,Ontario,0.45878,1.3249,-0.12167,0.554,5,Dimension 2
35380124,Ontario,-0.03658,0.78824,-0.78488,-0.01108,3,Dimension 2
35380125,Ontario,0.79908,0.77622,0.33628,0.6372,5,Dimension 1
35380126,Ontario,0.83755,0.82188,-1.31264,0.1156,3,Dimension 1
35380127,Ontario,-0.22448,0.5934,0.39932,0.25608,4,Dimension 2
35380128,Ontario,0.84872,1.3497,-0.61399,0.52815,5,Dimension 2
35380129,Ontario,0.88169,1.08273,-1.50042,0.15467,3,Dimension 2
35380130,Ontario,0.20511,0.851,-0.8042,0.08397,3,Dimension 2
35380131,Ontario,0.4486,1.08176,-0.50684,0.34118,4,Dimension 2
35380132,Ontario,0.83923,0.28733,-1.39806,-0.0905,3,Dimension 1
35380133,Ontario,0.45064,0.96455,-0.22238,0.39761,4,Dimension 2
35380134,Ontario,0.15821,0.31877,-0.35503,0.04065,3,Dimension 2
35380135,Ontario,0.79274,1.39603,-1.58756,0.2004,4,Dimension 2
35380136,Ontario,0.19598,1.39414,-0.97974,0.20346,4,Dimension 2
35380137,Ontario,-0.24227,0.96418,-0.43709,0.09494,3,Dimension 2
35380138,Ontario,0.32245,0.87118,-1.54291,-0.11643,3,Dimension 2
35380139,Ontario,-0.07028,0.43784,-0.51212,-0.04818,3,Dimension 2
35380140,Ontario,0.63656,0.61047,-1.48173,-0.07823,3,Dimension 1
35380141,Ontario,-0.18279,0.83614,-0.76203,-0.03623,3,Dimension 2
35380142,Ontario,0.17043,0.80655,-1.30639,-0.1098,3,Dimension 2
35380143,Ontario,-0.16025,0.54222,-0.65386,-0.09063,3,Dimension 2
35380144,Ontario,1.28815,0.05749,-3.10958,-0.58798,1,Dimension 1
35380145,Ontario,0.89052,1.27903,-0.86279,0.43559,4,Dimension 2
35380146,Ontario,0.02281,0.68073,-0.55186,0.05056,3,Dimension 2
35380147,Ontario,0.90164,0.85807,-0.00052,0.5864,5,Dimension 1
35380148,Ontario,0.25214,1.34352,0.71271,0.76946,5,Dimension 2
35380149,Ontario,1.08095,2.10208,0.57826,1.25376,5,Dimension 2
35380150,Ontario,0.26801,1.27668,-0.50809,0.34553,4,Dimension 2
35380151,Ontario,0.29249,1.23316,0.48618,0.67061,5,Dimension 2
35380152,Ontario,0.74356,1.00842,2.12095,1.29098,5,Dimension 3
35380153,Ontario,-0.13683,-0.94993,-2.21849,-1.10175,1,Dimension 1
35380154,Ontario,-0.91305,-1.11166,-2.26481,-1.42984,1,Dimension 1
35380155,Ontario,-0.34891,1.39837,0.86797,0.63914,5,Dimension 2
35380156,Ontario,0.18691,0.72025,0.538,0.48172,4,Dimension 2
35380157,Ontario,-0.38659,0.62141,-0.20243,0.0108,3,Dimension 2
35380158,Ontario,-0.42604,0.60383,-0.2898,-0.03734,3,Dimension 2
35380159,Ontario,-0.42631,-0.97046,-0.38881,-0.59519,1,Dimension 3
35380160,Ontario,0.44176,0.58004,-0.63626,0.12851,3,Dimension 2
35380161,Ontario,-0.19433,-1.19176,-0.39351,-0.5932,1,Dimension 1
35380162,Ontario,-0.7441,0.08179,-1.64983,-0.77072,1,Dimension 2
35380163,Ontario,-0.60488,-0.26806,-0.56059,-0.47785,2,Dimension 2
35380164,Ontario,0.25159,-0.32781,-0.63028,-0.2355,2,Dimension 1
35380165,Ontario,-0.02135,0.32469,0.13887,0.1474,3,Dimension 2
35380166,Ontario,-0.13939,-0.80378,-1.18778,-0.71032,1,Dimension 1
35380167,Ontario,-1.04354,-1.30631,-1.42604,-1.25863,1,Dimension 1
35380168,Ontario,-0.51124,0.01412,-0.90736,-0.46816,2,Dimension 2
35380169,Ontario,-0.43058,-1.97425,-1.49535,-1.30006,1,Dimension 1
35380170,Ontario,-0.71054,0.86569,-2.27527,-0.70671,1,Dimension 2
35380172,Ontario,0.28507,1.08549,-0.17945,0.39704,4,Dimension 2
35380173,Ontario,0.56589,1.18517,0.43975,0.73027,5,Dimension 2
35380174,Ontario,0.67997,1.24502,-0.77761,0.38246,4,Dimension 2
35380175,Ontario,0.65922,1.51823,-0.03891,0.71285,5,Dimension 2
35380176,Ontario,0.75373,1.7324,-0.51384,0.65743,5,Dimension 2
35380177,Ontario,0.44054,1.43138,0.32417,0.73203,5,Dimension 2
35380178,Ontario,0.64281,1.75557,1.12587,1.17475,5,Dimension 2
35380179,Ontario,0.20299,1.19517,0.61604,0.6714,5,Dimension 2
35380180,Ontario,0.14489,1.08058,0.10179,0.44242,4,Dimension 2
35380181,Ontario,-0.22096,0.40942,-0.58452,-0.13202,3,Dimension 2
35380182,Ontario,0.42577,1.07766,0.51623,0.67322,5,Dimension 2
35380183,Ontario,0.75765,1.16686,0.71288,0.87913,5,Dimension 2
35380184,Ontario,0.60456,1.32351,-0.3253,0.53426,5,Dimension 2
35380194,Ontario,0.45926,-0.43284,-2.10405,-0.69254,1,Dimension 1
35380195,Ontario,-0.05203,-1.00982,-1.35896,-0.80694,1,Dimension 1
35380196,Ontario,0.24239,-1.65865,-2.61069,-1.34232,1,Dimension 1
35380198,Ontario,-0.68619,-1.1164,-0.9008,-0.90113,1,Dimension 1
35380202,Ontario,-1.63489,-0.02237,-0.04426,-0.56717,1,Dimension 2
35380242,Ontario,-0.28941,-0.15182,-0.07232,-0.17118,2,Dimension 3
35380243,Ontario,0.4208,0.28448,-1.28235,-0.19236,2,Dimension 1
35380244,Ontario,0.52462,1.16983,-0.9497,0.24825,4,Dimension 2
35380245,Ontario,-0.28597,0.41635,-0.79091,-0.22018,2,Dimension 2
35380247,Ontario,-0.76242,0.80192,-1.28933,-0.41661,2,Dimension 2
35380248,Ontario,-1.8381,0.95021,-0.62552,-0.50447,2,Dimension 2
35380249,Ontario,-0.80342,0.51677,-0.08653,-0.1244,3,Dimension 2
35380250,Ontario,-1.64959,-0.85296,-0.42309,-0.97521,1,Dimension 3
35380251,Ontario,-1.24499,0.33417,0.33769,-0.19104,2,Dimension 3
35380252,Ontario,-0.52197,0.65346,-0.94311,-0.27054,2,Dimension 2
35380253,Ontario,-1.01183,0.19489,-1.44956,-0.7555,1,Dimension 2
35380254,Ontario,-0.5643,0.51316,-0.08837,-0.0465,3,Dimension 2
35380255,Ontario,-0.93159,-0.02404,0.27206,-0.22785,2,Dimension 3
35380256,Ontario,-0.48648,0.43398,-0.29848,-0.117,3,Dimension 2
35380257,Ontario,-0.81899,1.09408,-0.33896,-0.02129,3,Dimension 2
35380258,Ontario,-0.26843,-0.60367,-0.81674,-0.56295,1,Dimension 1
35380259,Ontario,-0.93239,-0.23316,-0.5138,-0.55978,1,Dimension 2
35380260,Ontario,-0.80024,0.6346,-0.57951,-0.24839,2,Dimension 2
35380261,Ontario,-1.39479,0.50743,-0.0249,-0.30408,2,Dimension 2
35380262,Ontario,-1.24763,0.83118,0.05044,-0.122,3,Dimension 2
35380263,Ontario,-1.01828,1.38992,0.01395,0.12853,3,Dimension 2
35380264,Ontario,-1.26839,0.29145,-0.82217,-0.5997,1,Dimension 2
35380265,Ontario,-0.40903,-0.0262,-1.03407,-0.48977,2,Dimension 2
35380266,Ontario,-0.813,0.36672,-0.94119,-0.46249,2,Dimension 2
35380267,Ontario,-1.09604,0.70355,-0.44035,-0.27762,2,Dimension 2
35380268,Ontario,-0.62434,0.98985,0.13598,0.16717,3,Dimension 2
35380269,Ontario,-0.70004,0.75309,-0.38781,-0.11159,3,Dimension 2
35380270,Ontario,-0.5372,0.81152,-0.52605,-0.08391,3,Dimension 2
35380271,Ontario,-0.9437,1.11727,-0.40157,-0.076,3,Dimension 2
35380272,Ontario,-0.40708,0.37477,-0.63136,-0.22122,2,Dimension 2
35380273,Ontario,-0.16065,0.66175,0.52667,0.34259,4,Dimension 2
35380274,Ontario,-0.10512,0.29954,-0.29233,-0.03264,3,Dimension 2
35380275,Ontario,-0.35653,-0.28794,-1.85588,-0.83345,1,Dimension 2
35380276,Ontario,-0.29595,0.44937,-1.26342,-0.37,2,Dimension 2
35380277,Ontario,-0.57891,-0.04293,-0.81269,-0.47818,2,Dimension 2
35380278,Ontario,-0.02778,0.70186,-0.19219,0.16063,3,Dimension 2
35380279,Ontario,-0.14618,-0.23307,-0.49754,-0.29226,2,Dimension 1
35380280,Ontario,0.24954,0.47024,0.98585,0.56855,5,Dimension 3
35380281,Ontario,-1.52755,0.07196,0.33302,-0.37419,2,Dimension 3
35380282,Ontario,-0.57524,-0.22718,-1.03418,-0.6122,1,Dimension 2
35380283,Ontario,-0.10104,0.87896,-0.52208,0.08528,3,Dimension 2
35380284,Ontario,-0.83766,1.03559,0.42268,0.20687,4,Dimension 2
35380285,Ontario,0.15407,0.72248,-0.19132,0.22841,4,Dimension 2
35380286,Ontario,-0.52455,0.80919,-0.17483,0.0366,3,Dimension 2
35380287,Ontario,-0.16064,-0.20214,0.22104,-0.04725,3,Dimension 3
35380288,Ontario,-0.37652,1.0586,0.80043,0.49417,4,Dimension 2
35380289,Ontario,-1.08821,1.16081,-0.70532,-0.2109,2,Dimension 2
35380290,Ontario,-1.01928,0.89069,-0.29808,-0.14222,3,Dimension 2
35380291,Ontario,-0.47255,0.74005,-0.15146,0.03868,3,Dimension 2
35380292,Ontario,-1.25686,0.41633,-0.36445,-0.40166,2,Dimension 2
35380293,Ontario,-0.59224,0.698,0.61611,0.24062,4,Dimension 2
35380294,Ontario,-0.34918,1.22091,0.22275,0.36483,4,Dimension 2
35380295,Ontario,0.39193,1.00117,0.2596,0.5509,5,Dimension 2
35380296,Ontario,0.2301,1.0525,0.41096,0.56452,5,Dimension 2
35380297,Ontario,0.66815,1.14317,-1.03148,0.25995,4,Dimension 2
35380298,Ontario,0.55391,1.25427,0.6376,0.81526,5,Dimension 2
35380299,Ontario,-0.26323,0.64339,-1.29664,-0.30549,2,Dimension 2
35380300,Ontario,-0.85914,1.03053,-0.83032,-0.21964,2,Dimension 2
35380301,Ontario,-0.11896,-0.8954,-1.15602,-0.72346,1,Dimension 1
35380302,Ontario,-0.6565,-0.03332,-0.91092,-0.53358,2,Dimension 2
35380303,Ontario,-0.42572,0.60223,-1.0395,-0.28767,2,Dimension 2
35380304,Ontario,-0.612,0.27879,-0.37492,-0.23604,2,Dimension 2
35380305,Ontario,-0.26949,0.11294,-1.12026,-0.4256,2,Dimension 2
35380306,Ontario,-0.93751,0.56153,-0.97078,-0.44892,2,Dimension 2
35380307,Ontario,-0.94462,-0.78835,-1.3508,-1.02792,1,Dimension 2
35380310,Ontario,-0.29461,0.98826,-0.28278,0.13696,3,Dimension 2
35380311,Ontario,-0.20189,1.59388,-3.0299,-0.54597,1,Dimension 2
35380312,Ontario,-0.39301,0.98196,-1.95215,-0.4544,2,Dimension 2
35380313,Ontario,0.19505,0.63166,0.32082,0.38251,4,Dimension 2
35380314,Ontario,-0.02372,0.9726,-0.37293,0.19199,4,Dimension 2
35380315,Ontario,-0.82279,0.91774,-1.17273,-0.35926,2,Dimension 2
35380316,Ontario,-0.59503,0.92678,-0.94332,-0.20386,2,Dimension 2
35380317,Ontario,-0.40891,0.41309,-0.28763,-0.09448,3,Dimension 2
35380318,Ontario,-0.54035,0.4897,-0.5044,-0.18502,2,Dimension 2
35380319,Ontario,-0.96439,0.61802,0.33853,-0.00261,3,Dimension 2
35380320,Ontario,-0.88297,1.18227,-0.27971,0.00653,3,Dimension 2
35380321,Ontario,-0.49511,0.77327,-0.61315,-0.11166,3,Dimension 2
35380322,Ontario,-0.45027,1.04474,-0.04644,0.18268,4,Dimension 2
35380323,Ontario,-0.9082,0.95436,-0.7573,-0.23705,2,Dimension 2
35380324,Ontario,0.10011,1.48816,-1.39267,0.0652,3,Dimension 2
35380325,Ontario,-0.49742,0.24334,-0.74409,-0.33273,2,Dimension 2
35380326,Ontario,-0.60026,1.20704,-0.53884,0.02265,3,Dimension 2
35380327,Ontario,-0.52999,1.16687,-1.00498,-0.1227,3,Dimension 2
35380328,Ontario,-0.60312,0.62196,-0.86161,-0.28092,2,Dimension 2
35380333,Ontario,-1.92389,1.01373,-0.11732,-0.34249,2,Dimension 2
35380334,Ontario,-1.66122,0.16349,-0.38333,-0.62702,1,Dimension 2
35380335,Ontario,-1.08008,0.56964,-0.26904,-0.25983,2,Dimension 2
35380336,Ontario,-0.92125,0.74648,-0.66404,-0.2796,2,Dimension 2
35380337,Ontario,-1.651,-0.14637,-0.58404,-0.7938,1,Dimension 2
35380338,Ontario,-0.47924,1.58445,-0.81114,0.09802,3,Dimension 2
35380339,Ontario,-0.30599,0.66862,-0.20439,0.05275,3,Dimension 2
35380340,Ontario,-0.9336,0.52843,-0.82542,-0.4102,2,Dimension 2
35380341,Ontario,0.10003,0.72014,1.21424,0.67814,5,Dimension 3
35380342,Ontario,-0.12067,1.24939,-0.4684,0.22011,4,Dimension 2
35380343,Ontario,0.1087,0.85938,-0.34381,0.20809,4,Dimension 2
35380344,Ontario,-0.37054,0.49976,-0.55662,-0.14247,3,Dimension 2
35380345,Ontario,0.23561,0.30205,-0.11838,0.13976,3,Dimension 2
35380346,Ontario,-0.44386,-1.0399,-0.48154,-0.6551,1,Dimension 1
35380347,Ontario,-0.00993,0.51309,-1.177,-0.22461,2,Dimension 2
35380348,Ontario,-0.77844,-0.70097,-0.58761,-0.68901,1,Dimension 3
35380349,Ontario,-0.17745,1.27253,-0.01141,0.36122,4,Dimension 2
35380350,Ontario,-0.14825,-0.01365,1.02528,0.28779,4,Dimension 3
35380351,Ontario,-0.41618,0.73068,-1.76264,-0.48271,2,Dimension 2
35380352,Ontario,-0.76918,1.01637,-0.4563,-0.0697,3,Dimension 2
35380353,Ontario,0.49743,1.08814,-0.6126,0.32432,4,Dimension 2
35380355,Ontario,-0.97871,0.85913,-1.41096,-0.51018,2,Dimension 2
35380356,Ontario,-0.77264,0.53674,-0.36793,-0.20127,2,Dimension 2
35380358,Ontario,0.13011,0.91519,-0.45495,0.19678,4,Dimension 2
35390010,Ontario,0.53724,0.60387,0.34736,0.49616,4,Dimension 2
35390011,Ontario,0.98908,1.2925,-1.21895,0.35421,4,Dimension 2
35390012,Ontario,0.96832,0.88359,-0.53383,0.43936,4,Dimension 1
35390013,Ontario,0.47187,1.01657,-0.56839,0.30669,4,Dimension 2
35390014,Ontario,0.8369,0.90703,-0.06431,0.55987,5,Dimension 2
35390018,Ontario,0.27968,1.40855,-0.48311,0.40171,4,Dimension 2
35390021,Ontario,0.99862,1.56893,-0.78539,0.59405,5,Dimension 2
35390023,Ontario,1.08339,1.29283,0.46911,0.94844,5,Dimension 2
35390024,Ontario,0.69501,1.15987,0.91208,0.92232,5,Dimension 2
35390025,Ontario,0.84941,0.80759,-0.53836,0.37288,4,Dimension 1
35390026,Ontario,1.28356,1.21453,-1.15394,0.44805,4,Dimension 1
35390027,Ontario,1.22647,1.09972,0.30822,0.87814,5,Dimension 1
35390031,Ontario,1.42155,1.13447,0.25889,0.9383,5,Dimension 1
35390032,Ontario,1.05229,-1.00205,-0.34151,-0.09709,3,Dimension 1
35390033,Ontario,0.7776,1.29796,-1.42487,0.2169,4,Dimension 2
35390034,Ontario,1.08066,1.33487,-0.27428,0.71375,5,Dimension 2
35390035,Ontario,1.23286,-0.71,-1.10353,-0.19356,2,Dimension 1
35390036,Ontario,1.55189,-3.55019,0.392,-0.53543,2,Dimension 1
35390037,Ontario,1.58707,-1.75138,-0.22128,-0.12853,3,Dimension 1
35390038,Ontario,1.54653,0.32463,-0.35665,0.50484,4,Dimension 1
35390039,Ontario,2.01263,0.53543,0.31101,0.95302,5,Dimension 1
35390040,Ontario,1.22065,0.62198,0.3244,0.72234,5,Dimension 1
35390041,Ontario,1.69766,0.57104,-1.08966,0.39301,4,Dimension 1
35390042,Ontario,1.82254,0.09764,0.31433,0.74484,5,Dimension 1
35390043,Ontario,1.56913,-0.55335,-0.05092,0.32162,4,Dimension 1
35390044,Ontario,1.75609,-1.2019,0.13872,0.23097,4,Dimension 1
35390045,Ontario,0.74407,-0.92322,-0.33106,-0.17007,2,Dimension 1
35390046,Ontario,0.84984,-1.81317,0.25922,-0.2347,2,Dimension 1
35390047,Ontario,0.49652,-1.07657,0.34674,-0.07777,3,Dimension 1
35390048,Ontario,0.89591,-1.26923,-0.60335,-0.32556,2,Dimension 1
35390049,Ontario,0.48524,-1.88951,-1.25697,-0.88708,1,Dimension 1
35390050,Ontario,-0.17268,-1.36415,-0.75429,-0.76371,1,Dimension 1
35390051,Ontario,0.61677,-0.19953,-0.95157,-0.17811,2,Dimension 1
35390052,Ontario,-0.07781,-0.71944,-0.40839,-0.40188,2,Dimension 1
35390053,Ontario,0.19748,-1.28692,-0.86948,-0.65297,1,Dimension 1
35390054,Ontario,0.77039,-1.5735,-1.20896,-0.67069,1,Dimension 1
35390055,Ontario,0.54658,-0.55282,-1.38014,-0.46213,2,Dimension 1
35390056,Ontario,0.75935,0.52509,1.33094,0.87179,5,Dimension 3
35390057,Ontario,-0.18517,-1.36227,-0.81824,-0.78856,1,Dimension 1
35390058,Ontario,-0.26261,-1.6974,-0.80978,-0.92326,1,Dimension 1
35390059,Ontario,-0.41227,-1.42644,-0.85118,-0.89663,1,Dimension 1
35390060,Ontario,-0.58688,-1.29009,-1.18923,-1.02207,1,Dimension 1
35390061,Ontario,-0.08286,-0.89612,-0.8614,-0.61346,1,Dimension 1
35390062,Ontario,0.09329,-2.19838,-0.60336,-0.90282,1,Dimension 1
35390063,Ontario,-0.08664,0.05755,-0.78073,-0.26994,2,Dimension 2
35390064,Ontario,-0.09647,-1.05599,-2.56085,-1.23777,1,Dimension 1
35390065,Ontario,-0.01167,0.24687,-0.45374,-0.07284,3,Dimension 2
35390066,Ontario,-0.1857,-0.28858,-0.351,-0.27509,2,Dimension 1
35390067,Ontario,-0.57897,-2.21855,-1.08798,-1.29516,1,Dimension 1
35390068,Ontario,-0.10742,-0.08471,-1.01022,-0.40079,2,Dimension 2
35390069,Ontario,0.16922,0.29563,-0.8053,-0.11348,3,Dimension 2
35390070,Ontario,-0.29382,0.4091,-1.41399,-0.4329,2,Dimension 2
35390071,Ontario,-0.25012,-0.12693,-0.596,-0.32435,2,Dimension 2
35390072,Ontario,-0.17397,-0.23396,-0.94841,-0.45212,2,Dimension 1
35390073,Ontario,-0.52741,0.73986,-1.71478,-0.50077,2,Dimension 2
35390074,Ontario,-0.85443,0.68592,-0.99533,-0.38794,2,Dimension 2
35390075,Ontario,-0.17862,-0.1505,-0.38942,-0.23952,2,Dimension 2
35390076,Ontario,-0.50027,-0.08897,-0.82985,-0.47303,2,Dimension 2
35390077,Ontario,-0.1413,0.40463,0.06795,0.11043,3,Dimension 2
35390079,Ontario,-0.55094,0.16971,1.47402,0.36426,4,Dimension 3
35390087,Ontario,0.03062,-1.8004,0.31481,-0.48499,2,Dimension 3
35390091,Ontario,-0.48566,0.54227,0.89333,0.31665,4,Dimension 3
35390092,Ontario,-0.57425,-0.14104,-1.02373,-0.57967,1,Dimension 2
35390093,Ontario,-0.72871,0.88828,0.70476,0.28811,4,Dimension 2
35390094,Ontario,-0.32402,1.02164,0.19836,0.29866,4,Dimension 2
35390095,Ontario,-0.00594,-0.84996,-0.82033,-0.55874,1,Dimension 1
35390096,Ontario,-0.69436,-1.49462,-0.45762,-0.8822,1,Dimension 3
35390097,Ontario,-0.54441,-0.16021,-0.94069,-0.54844,1,Dimension 2
35390098,Ontario,0.17773,0.68759,-0.8145,0.01694,3,Dimension 2
35390099,Ontario,0.02419,0.39254,-1.20349,-0.26225,2,Dimension 2
35390100,Ontario,-0.07521,-0.1799,-0.19987,-0.15166,2,Dimension 1
35390101,Ontario,-0.4744,0.18843,-0.60371,-0.29656,2,Dimension 2
35390102,Ontario,0.29031,-0.19664,-0.81342,-0.23992,2,Dimension 1
35390103,Ontario,-0.36941,-0.1936,-1.08965,-0.55089,1,Dimension 2
35390104,Ontario,-0.24644,-0.68097,-0.86211,-0.59651,1,Dimension 1
35390105,Ontario,-0.4662,-0.22351,-1.06981,-0.58651,1,Dimension 2
35390106,Ontario,-0.9423,0.04671,-0.23741,-0.37767,2,Dimension 2
35390107,Ontario,-0.32926,-0.42886,-0.99029,-0.5828,1,Dimension 1
35390108,Ontario,-0.23984,-0.8591,-0.81378,-0.63757,1,Dimension 1
35390109,Ontario,-0.22111,-0.50241,-0.55757,-0.42703,2,Dimension 1
35390110,Ontario,-0.16857,-0.45413,-0.46426,-0.36232,2,Dimension 1
35390111,Ontario,-0.29711,-1.43353,-0.64846,-0.79303,1,Dimension 1
35390112,Ontario,-0.66325,-1.55575,-0.81713,-1.01204,1,Dimension 1
35390113,Ontario,-1.0079,-0.53159,-0.97284,-0.83744,1,Dimension 2
35390114,Ontario,-0.67917,-0.88619,-1.08982,-0.88506,1,Dimension 1
35390115,Ontario,-0.7748,-1.33957,-1.13842,-1.08426,1,Dimension 1
35390116,Ontario,-0.56387,-2.14407,-1.66743,-1.45846,1,Dimension 1
35390117,Ontario,-0.45961,-2.3137,-1.87557,-1.54963,1,Dimension 1
35390118,Ontario,-0.83811,-1.58679,-1.57102,-1.33198,1,Dimension 1
35390119,Ontario,-0.33228,-2.28885,-0.02372,-0.88162,1,Dimension 3
35390120,Ontario,-0.16724,-1.88984,-0.44013,-0.8324,1,Dimension 1
35390121,Ontario,-0.34731,-3.44037,-2.27233,-2.02001,1,Dimension 1
35390122,Ontario,0.60184,-1.80132,-1.20138,-0.80029,1,Dimension 1
35390123,Ontario,0.57891,-2.03032,-0.41024,-0.62055,1,Dimension 1
35390124,Ontario,1.38582,0.40085,0.10567,0.63078,5,Dimension 1
35390125,Ontario,1.0537,0.58438,-0.65652,0.32719,4,Dimension 1
35390126,Ontario,0.98059,-1.5513,-1.09075,-0.55382,1,Dimension 1
35390127,Ontario,1.30886,-2.3036,-1.52573,-0.84016,1,Dimension 1
35390128,Ontario,1.2152,-1.44473,-1.65182,-0.62712,1,Dimension 1
35390129,Ontario,1.40018,-2.02182,-0.82795,-0.4832,2,Dimension 1
35390130,Ontario,0.79182,-0.87953,-0.68037,-0.25602,2,Dimension 1
35390131,Ontario,1.54278,-0.33254,-0.82519,0.12835,3,Dimension 1
35390132,Ontario,1.36975,-0.92023,0.22051,0.22334,4,Dimension 1
35390133,Ontario,1.09132,-0.8234,-0.34619,-0.02609,3,Dimension 1
35390134,Ontario,1.0645,0.29466,-0.32634,0.34427,4,Dimension 1
35390135,Ontario,0.45328,0.12793,-0.04272,0.1795,4,Dimension 1
35390136,Ontario,1.73352,0.34064,-0.11124,0.65431,5,Dimension 1
35390137,Ontario,0.9871,0.35366,-0.97935,0.12047,3,Dimension 1
35390138,Ontario,0.82299,0.47726,-0.44807,0.28406,4,Dimension 1
35390139,Ontario,0.59674,-0.49106,-0.33641,-0.07691,3,Dimension 1
35390142,Ontario,0.32657,-1.15193,-0.35958,-0.39498,2,Dimension 1
35390143,Ontario,0.1707,-0.53682,-1.45793,-0.60802,1,Dimension 1
35390144,Ontario,-0.20072,-1.37559,-0.47664,-0.68432,1,Dimension 1
35390145,Ontario,0.17468,0.05128,0.83545,0.3538,4,Dimension 3
35390146,Ontario,0.33365,-0.81918,0.14273,-0.11426,3,Dimension 1
35390147,Ontario,0.36591,1.21704,-0.026,0.51898,4,Dimension 2
35390148,Ontario,-0.20658,0.6915,0.36888,0.2846,4,Dimension 2
35390149,Ontario,-0.05353,1.29288,-0.24636,0.331,4,Dimension 2
35390150,Ontario,0.3036,-0.18871,0.29498,0.13662,3,Dimension 1
35390151,Ontario,-0.35115,-2.66735,-0.45587,-1.15812,1,Dimension 1
35390152,Ontario,-0.06675,0.56811,-0.83653,-0.11172,3,Dimension 2
35390153,Ontario,-0.05912,0.01002,0.48549,0.14546,3,Dimension 3
35390154,Ontario,-0.71897,-2.01033,-0.14276,-0.95736,1,Dimension 3
35390155,Ontario,-0.64561,0.22718,1.26373,0.28177,4,Dimension 3
35390156,Ontario,-1.07802,-0.03186,0.95935,-0.05018,3,Dimension 3
35390157,Ontario,-0.21797,-0.66367,0.88566,0.00134,3,Dimension 3
35390158,Ontario,-0.97612,0.96423,0.74014,0.24275,4,Dimension 2
35390162,Ontario,-0.13649,-0.2898,0.10192,-0.10813,3,Dimension 3
35390163,Ontario,0.11728,0.60487,0.86028,0.52748,5,Dimension 3
