DAUID,CISV Dimension 1 Scores,CISV Dimension 2 Scores,CISV Dimension 3 Scores,CISV Dimension 4 Scores,CISV Scores,CISV Quintiles,CISV Most Vulnerable Dimension
35070226,-0.31225,1.40934,-0.04518,0.84447,0.47409,5,Dimension 2
35070227,-0.45343,1.43945,0.04614,1.16936,0.55038,5,Dimension 2
35070228,-0.17455,0.47688,0.00467,0.98093,0.32199,4,Dimension 4
35070229,-0.60376,1.33973,-0.01143,1.76225,0.6217,5,Dimension 4
35070230,-0.3608,2.04171,-0.05944,1.34719,0.74216,5,Dimension 2
35070231,-0.51985,1.53024,-0.32442,1.78783,0.61845,5,Dimension 4
35070232,-0.51362,1.17016,-0.23421,1.39282,0.45379,5,Dimension 4
35070233,-0.84062,-0.14665,-0.29457,0.13431,-0.28688,2,Dimension 4
35070234,-1.11266,0.21639,-0.9573,0.81356,-0.26,2,Dimension 4
35070235,-0.50578,0.00684,-0.16211,0.10463,-0.1391,3,Dimension 4
35070236,-0.0755,1.87353,1.24162,1.43339,1.11826,5,Dimension 2
35070237,-0.24623,1.36779,0.35742,1.76529,0.81107,5,Dimension 4
35070240,-0.74934,-0.57956,-0.53481,0.25199,-0.40293,2,Dimension 4
35070241,-0.68928,1.2755,-0.7596,-0.09192,-0.06633,3,Dimension 2
35070242,-1.06167,0.22133,-1.06877,0.09271,-0.4541,1,Dimension 2
35070244,-0.56689,1.34161,-0.14917,1.82593,0.61287,5,Dimension 4
35070245,-0.29108,0.67093,0.43788,0.60036,0.35452,4,Dimension 2
35070246,0.14145,0.4334,0.44017,1.44774,0.61569,5,Dimension 4
35070247,-0.57302,0.17208,-0.37253,-0.30012,-0.2684,2,Dimension 2
35070248,-0.65117,0.78638,0.05535,0.89725,0.27195,4,Dimension 4
35070249,-0.84123,0.31108,-0.15974,-0.00086,-0.17269,3,Dimension 2
35070250,-0.98833,1.04906,-1.06762,-0.22827,-0.30879,2,Dimension 2
35070251,-0.86077,-0.39854,0.14352,1.13018,0.0036,3,Dimension 4
35070252,-0.82918,-0.18013,-0.41753,-0.28451,-0.42784,2,Dimension 2
35070253,-0.69383,-0.03556,-1.00697,0.05426,-0.42052,2,Dimension 4
35070254,-0.93758,0.11042,-0.4578,-0.58597,-0.46773,1,Dimension 2
35070255,-0.73298,0.16339,0.90887,0.24286,0.14554,4,Dimension 3
35070256,-0.69413,0.29841,0.49286,1.79527,0.4731,5,Dimension 4
35070257,-0.73466,0.08314,-0.16025,0.48166,-0.08253,3,Dimension 4
35070260,-0.8726,-0.29702,0.00039,0.02418,-0.28626,2,Dimension 4
35070261,-0.87582,0.93945,-0.26518,0.85977,0.16456,4,Dimension 2
35070262,-0.84277,0.43202,-0.04026,-0.0505,-0.12538,3,Dimension 2
35070263,-0.72721,0.44011,-0.40126,-0.19598,-0.22108,2,Dimension 2
35070264,-0.65091,-0.13177,-0.32189,-0.32796,-0.35813,2,Dimension 2
35070265,-0.764,-0.01501,-0.05247,0.46462,-0.09171,3,Dimension 4
35070266,-0.8261,-0.37494,-0.32172,1.36622,-0.03914,3,Dimension 4
35070267,-1.02138,-0.08866,-0.37915,-0.06682,-0.38901,2,Dimension 4
35070268,-0.73313,-0.01799,-0.59249,-0.47433,-0.45448,1,Dimension 2
35070269,-0.86319,-0.33512,-0.16891,-0.01491,-0.34553,2,Dimension 4
35070270,-0.90109,0.93076,-0.46999,0.49068,0.01259,3,Dimension 2
35070271,-0.99537,-0.20765,-0.70569,-0.4266,-0.58383,1,Dimension 2
35070272,-0.77912,0.45467,-0.2489,0.70607,0.03318,3,Dimension 4
35070273,-0.86177,-0.39524,-0.8966,0.34331,-0.45257,1,Dimension 4
35070274,-1.03855,0.24141,-0.07442,-0.28896,-0.29013,2,Dimension 2
35070275,-0.91564,0.25869,-0.43247,0.21609,-0.21833,2,Dimension 2
35070276,-0.72075,0.22299,-0.80161,0.7465,-0.13821,3,Dimension 4
35070277,-0.33535,0.21491,-0.51998,1.03468,0.09857,4,Dimension 4
35070278,-0.91883,0.20322,-0.64661,-0.00528,-0.34188,2,Dimension 2
35070279,-1.06127,-0.03751,-0.39825,0.2995,-0.29938,2,Dimension 4
35070280,-0.76702,-0.30319,-0.18339,0.71613,-0.13437,3,Dimension 4
35070281,-0.72812,-0.92572,-0.30151,0.6211,-0.33356,2,Dimension 4
35070282,-0.79397,-0.31551,0.00246,0.18019,-0.2317,2,Dimension 4
35070283,-0.59528,-0.03394,-0.29248,-0.33607,-0.31444,2,Dimension 2
35070284,-0.84779,-0.56628,-0.63126,-0.33934,-0.59617,1,Dimension 4
35070285,-1.04797,0.01137,-1.10761,0.05668,-0.52188,1,Dimension 4
35070286,-0.84584,0.8376,0.08547,-0.16736,-0.02254,3,Dimension 2
35070287,-0.65448,0.48194,-0.55096,-0.59912,-0.33066,2,Dimension 2
35070288,-0.73,1.34705,0.19181,1.02307,0.45798,5,Dimension 2
35070289,-0.7172,1.05429,-0.6066,-0.62804,-0.22438,2,Dimension 2
35070290,-0.45459,1.78716,0.28343,3.12147,1.18437,5,Dimension 4
35070291,-0.54891,0.26137,0.17177,0.54033,0.10614,4,Dimension 4
35070292,-0.84048,0.83732,-0.39891,0.9837,0.14541,4,Dimension 4
35070293,-0.83014,0.24365,-0.52282,0.04888,-0.26511,2,Dimension 2
35070294,-0.27487,1.73994,-0.24166,0.68765,0.47777,5,Dimension 2
35070295,-0.73948,1.09164,-0.21446,-0.03463,0.02577,3,Dimension 2
35070296,-0.85709,0.78868,-0.51206,0.55083,-0.00741,3,Dimension 2
35070297,-0.67855,0.44118,0.11702,0.45392,0.08339,4,Dimension 4
35070298,-0.90592,0.14519,-0.53421,0.58698,-0.17699,3,Dimension 4
35070299,-0.68251,0.59003,0.42098,0.77768,0.27654,4,Dimension 4
35070300,-0.92746,0.40385,-0.51967,0.32009,-0.1808,3,Dimension 2
35070301,-0.83288,0.3273,0.06286,0.11029,-0.08311,3,Dimension 2
35070302,-0.76582,-0.19765,-0.19453,0.45112,-0.17672,3,Dimension 4
35070303,-1.07551,-0.55391,-0.19988,-0.40335,-0.55816,1,Dimension 3
35070304,-1.00062,-0.5172,-0.2275,0.478,-0.31683,2,Dimension 4
35070305,-0.8853,1.18745,-0.34604,0.07937,0.00887,3,Dimension 2
35070306,-0.80793,0.26987,-0.31046,1.451,0.15062,4,Dimension 4
35070307,-0.31054,0.39146,0.47449,1.4759,0.50783,5,Dimension 4
35070308,-0.69651,0.52312,-0.95633,1.15289,0.00579,3,Dimension 4
35070309,-0.23293,1.92934,0.52986,2.54081,1.19177,5,Dimension 4
35070310,-0.53407,1.36206,-0.59067,0.73535,0.24317,4,Dimension 2
35070311,0.06371,-0.4279,0.45952,1.07733,0.29316,4,Dimension 4
35070312,-0.68902,-0.08046,0.41859,1.24713,0.22406,4,Dimension 4
35070313,-0.46465,3.02346,-0.02578,-0.01255,0.63012,5,Dimension 2
35070314,-0.64759,0.76709,-0.19012,0.89474,0.20603,4,Dimension 4
35070315,-0.66519,0.17865,0.11702,0.5266,0.03927,3,Dimension 4
35070316,-0.90718,0.22104,-0.67063,-0.53972,-0.47412,1,Dimension 2
35070317,-0.59999,0.47778,-0.2998,-0.03816,-0.11504,3,Dimension 2
35070318,-1.28015,-0.04382,-0.65121,2.142,0.0417,3,Dimension 4
35070319,-0.58799,-0.33168,0.58272,0.5314,0.04861,4,Dimension 3
35070320,-0.62778,0.18304,0.24812,0.31292,0.02907,3,Dimension 4
35070321,-0.66647,-0.30154,0.50782,-0.05119,-0.12784,3,Dimension 3
35070322,-0.55058,-0.70959,-0.13306,0.1492,-0.31101,2,Dimension 4
35070323,-0.81868,0.03786,-0.05274,-0.43779,-0.31784,2,Dimension 2
35070324,-0.55587,0.27232,0.06566,-0.58235,-0.20006,3,Dimension 2
35070325,-1.07673,0.29917,-0.25024,0.39754,-0.15756,3,Dimension 4
35070326,-0.76359,-0.21167,-0.20831,-0.44555,-0.40728,2,Dimension 3
35070327,-0.89439,-0.86718,-0.04157,0.56482,-0.30958,2,Dimension 4
35070328,-0.63773,0.86562,0.01454,0.45275,0.17379,4,Dimension 2
35070329,-0.80166,-0.31247,0.26879,0.38434,-0.11525,3,Dimension 4
35070330,-0.74192,-0.3039,-0.33517,0.1784,-0.30065,2,Dimension 4
35070331,-0.64532,1.33983,-0.37638,0.66174,0.24497,4,Dimension 2
35070332,-0.79066,-0.54315,-0.09404,-0.26402,-0.42297,2,Dimension 3
35070333,-0.78062,1.02468,-0.57671,0.96924,0.15915,4,Dimension 2
35070335,-0.90013,0.52435,0.01102,-0.38795,-0.18818,3,Dimension 2
35070337,-0.80914,-0.49281,-0.5416,-0.22082,-0.51609,1,Dimension 4
35070339,-0.73601,0.89646,-0.48703,1.35726,0.25767,4,Dimension 4
35070341,-0.50812,1.01918,-0.37855,-0.25215,-0.02991,3,Dimension 2
35070342,-0.76359,-0.56519,-0.69814,-0.12054,-0.53687,1,Dimension 4
35070343,-0.93143,0.11936,-0.51482,0.49847,-0.20711,2,Dimension 4
35090101,-1.04373,-0.61545,-0.55654,0.52773,-0.422,2,Dimension 4
35090102,-1.03491,-0.61981,-0.75479,-0.17862,-0.64703,1,Dimension 4
35090103,-0.39678,-0.97078,0.71746,0.87619,0.05652,4,Dimension 4
35090104,-0.77206,-0.95796,-0.9999,-0.20953,-0.73486,1,Dimension 4
35090105,-0.84188,0.3385,-1.3023,-0.01061,-0.45407,1,Dimension 2
35090106,-0.0229,0.62248,-0.74791,0.68942,0.13527,4,Dimension 4
35090107,-0.48612,0.00674,-0.13388,0.99743,0.09604,4,Dimension 4
35090108,-0.16578,0.93709,0.07984,0.39112,0.31057,4,Dimension 2
35090109,-0.85555,-0.03295,-0.61447,0.88238,-0.15515,3,Dimension 4
35090110,-0.47515,0.97403,-0.88826,0.6294,0.06001,4,Dimension 2
35090111,-0.28577,0.33846,-0.65858,1.36273,0.18921,4,Dimension 4
35090112,-0.8118,-0.29425,-0.94417,0.24123,-0.45225,1,Dimension 4
35090113,-0.82308,0.19238,-0.70839,-0.31119,-0.41257,2,Dimension 2
35090114,-0.8113,0.1288,-0.33631,0.10566,-0.22829,2,Dimension 2
35090115,-0.87981,-0.24325,-0.32342,-0.18515,-0.40791,2,Dimension 4
35090116,-0.8583,-0.62014,-0.68974,0.07952,-0.52217,1,Dimension 4
35090117,-1.1145,-0.43176,-0.48575,0.49931,-0.38318,2,Dimension 4
35090118,-0.26162,1.92992,-0.94993,1.67115,0.59738,5,Dimension 2
35090119,-0.28203,0.13681,-0.09085,0.51736,0.07032,4,Dimension 4
35090120,-0.25932,0.23176,0.20442,1.38265,0.38988,4,Dimension 4
35090121,-0.80366,-0.56342,-0.78818,0.95035,-0.30122,2,Dimension 4
35090122,-0.29898,0.99728,-0.18548,1.50948,0.50557,5,Dimension 4
35090123,-0.56559,1.02862,-0.33567,0.94874,0.26903,4,Dimension 2
35090124,-0.80873,-0.05077,-0.34056,0.00512,-0.29874,2,Dimension 4
35090125,-0.49077,-0.29012,-0.60208,0.62295,-0.19,3,Dimension 4
35090126,-0.7405,-0.74367,-0.24859,1.01419,-0.17964,3,Dimension 4
35090127,-0.40937,-0.57507,-0.68708,1.24738,-0.10603,3,Dimension 4
35090128,-0.76073,-0.03639,-0.1111,1.33299,0.10619,4,Dimension 4
35090129,-0.20766,-1.15443,-0.7639,1.03648,-0.27238,2,Dimension 4
35090130,-0.51241,-0.17323,-0.82605,0.92724,-0.14611,3,Dimension 4
35090131,-0.56488,0.21743,-0.27924,1.26398,0.15932,4,Dimension 4
35090132,-0.52702,0.28079,-0.74126,0.3362,-0.16282,3,Dimension 4
35090133,-0.5297,-0.54114,-0.6579,0.72243,-0.25158,2,Dimension 4
35090134,-0.74636,-0.85988,-0.73721,0.36381,-0.49491,1,Dimension 4
35090135,-0.76719,-0.26903,-0.67411,0.16504,-0.38632,2,Dimension 4
35090136,-0.81031,-0.11161,-0.88774,0.103,-0.42667,2,Dimension 4
35090137,-0.75111,-0.6944,-0.66132,-0.21984,-0.58167,1,Dimension 4
35090138,-0.79821,-0.81978,-0.7053,0.26699,-0.51407,1,Dimension 4
35090139,-1.04803,-0.899,-0.93569,0.08791,-0.6987,1,Dimension 4
35090140,-0.9042,-1.36234,-0.99089,-0.10671,-0.84104,1,Dimension 4
35090141,-0.60463,-1.08664,0.0405,-0.02814,-0.41973,2,Dimension 3
35090142,-0.91168,-0.80174,-0.67876,0.13737,-0.5637,1,Dimension 4
35090143,-0.97488,-0.45712,-0.99813,0.37797,-0.51304,1,Dimension 4
35090144,-0.82205,-1.28025,-0.01059,0.64427,-0.36715,2,Dimension 4
35090145,-0.88799,-0.53527,-0.90405,0.37905,-0.48707,1,Dimension 4
35090146,-0.55353,0.78853,-0.5091,0.38728,0.02829,3,Dimension 2
35090147,-0.92436,0.35749,-0.66764,-0.28099,-0.37887,2,Dimension 2
35090148,-0.86829,-0.83166,-0.26814,0.32282,-0.41132,2,Dimension 4
35090149,-0.61798,-0.40949,0.02969,-0.0525,-0.26257,2,Dimension 3
35090150,-0.87229,0.07638,-0.20132,0.53827,-0.11474,3,Dimension 4
35090151,-0.70893,0.22571,0.43335,0.99159,0.23543,4,Dimension 4
35090152,-0.93071,0.43594,-0.13878,0.19578,-0.10944,3,Dimension 2
35090153,-0.67535,0.90235,-0.00791,0.13564,0.08868,4,Dimension 2
35090154,-0.54142,0.02501,-0.07183,0.85514,0.06673,4,Dimension 4
35090155,-0.6064,-0.21604,-0.05468,0.15544,-0.18042,3,Dimension 4
35090156,-0.7536,0.32243,-0.58321,-0.39393,-0.35208,2,Dimension 2
35090157,-0.65938,1.14951,0.03856,0.63271,0.29035,4,Dimension 2
35090158,-0.88765,0.54306,0.26871,0.04232,-0.00839,3,Dimension 2
35090159,-0.71886,0.78381,-0.37205,-0.25393,-0.14026,3,Dimension 2
35090160,-0.55848,0.07502,0.39184,0.44206,0.08761,4,Dimension 4
35090161,-0.73855,-0.31063,-0.17232,0.17184,-0.26241,2,Dimension 4
35090162,-0.62532,0.24055,-0.10666,1.2772,0.19644,4,Dimension 4
35090165,-0.45423,1.75353,0.46769,1.52797,0.82374,5,Dimension 2
35090166,0.09576,1.14804,0.45181,2.10491,0.95013,5,Dimension 4
35090167,-0.07532,0.2629,0.19551,2.2009,0.646,5,Dimension 4
35090168,-0.09589,2.88572,-0.08102,1.84845,1.13932,5,Dimension 2
35090169,-0.10717,0.91889,1.25645,1.1194,0.79689,5,Dimension 3
35090170,-0.4513,1.81666,-0.62035,1.86133,0.65158,5,Dimension 4
35090171,-0.44283,2.02007,-0.80695,0.90099,0.41782,5,Dimension 2
35090172,-0.49929,1.71359,-0.50242,0.13288,0.21119,4,Dimension 2
35090173,-0.59481,0.31033,-0.39893,1.20932,0.13148,4,Dimension 4
35090174,-0.91412,0.53185,-0.6179,0.41738,-0.1457,3,Dimension 2
35090175,-0.97018,-0.24699,-0.80498,-0.04778,-0.51748,1,Dimension 4
35090176,-1.0685,0.47738,-0.67946,-0.16901,-0.3599,2,Dimension 2
35090177,-0.98791,0.24635,-0.53237,-0.34743,-0.40534,2,Dimension 2
35090178,-0.80386,0.56337,-0.30976,-0.02097,-0.1428,3,Dimension 2
35090179,-0.6354,0.94629,-0.36064,0.6747,0.15624,4,Dimension 2
35090180,-0.75993,1.30989,-0.45204,-0.00924,0.02217,3,Dimension 2
35090181,-0.83188,0.02314,-0.26372,-0.15175,-0.30605,2,Dimension 2
35090182,-0.66716,-0.33848,-0.06024,0.7164,-0.08737,3,Dimension 4
35090183,-0.94991,-0.00999,-0.52809,-0.38704,-0.46876,1,Dimension 2
35090184,-0.79721,0.10817,-0.30623,0.49065,-0.12615,3,Dimension 4
35090185,-0.9146,-0.77476,-0.2778,-0.15186,-0.52976,1,Dimension 4
35090186,-0.94084,-0.40655,0.30249,0.42389,-0.15525,3,Dimension 4
35090187,-0.29005,0.3298,1.17713,0.94615,0.54076,5,Dimension 3
35090188,-0.33344,1.04462,0.94502,3.34008,1.24907,5,Dimension 4
35090189,-0.27731,1.00012,0.52888,1.83026,0.77049,5,Dimension 4
35090190,0.26023,0.2497,1.77775,2.39304,1.17018,5,Dimension 4
35090191,-0.07973,0.54257,0.99805,2.48647,0.98684,5,Dimension 4
35090192,0.17818,0.81973,0.21288,1.98049,0.79782,5,Dimension 4
35090193,-0.63587,0.03581,0.39618,-0.24653,-0.1126,3,Dimension 3
35090194,-0.45381,0.90346,0.01477,0.89192,0.33909,4,Dimension 2
35090195,-0.17766,0.47779,0.29489,0.42439,0.25485,4,Dimension 2
35090196,0.24121,0.97165,0.67413,1.98752,0.96863,5,Dimension 4
35090197,-0.62517,1.0735,0.18914,0.99955,0.40925,5,Dimension 2
35090198,-0.74882,1.57911,-0.2724,0.83009,0.347,4,Dimension 2
35090199,-0.30265,1.49271,0.51667,0.82635,0.63327,5,Dimension 2
35090200,-0.57709,1.68906,0.50038,1.06522,0.66939,5,Dimension 2
35090201,-0.18385,2.32454,-0.24759,0.54455,0.60941,5,Dimension 2
35090202,-0.67043,0.23184,-0.39431,0.50218,-0.08268,3,Dimension 4
35090203,-0.43404,1.47089,0.1243,1.69697,0.71453,5,Dimension 4
35090205,-0.72775,-0.45584,-0.76989,0.97649,-0.24425,2,Dimension 4
35090207,-0.84907,-0.83017,-0.58063,0.67836,-0.39538,2,Dimension 4
35090208,-0.59801,0.2186,-0.34948,0.15815,-0.14268,3,Dimension 2
35090209,-0.58021,2.28122,-0.5253,0.68402,0.46493,5,Dimension 2
35090210,-0.93647,1.33204,-1.13637,0.02633,-0.17862,3,Dimension 2
35090211,-0.7514,0.36728,-0.19826,0.38213,-0.05007,3,Dimension 4
35090213,-0.47338,1.77536,-0.65571,1.13169,0.44449,5,Dimension 2
35090214,-0.84973,0.23183,-0.0009,0.18668,-0.10803,3,Dimension 2
35090216,-0.28605,1.10166,-0.38087,1.0502,0.37124,4,Dimension 2
35100029,-0.30825,-0.75353,0.73188,1.80652,0.36916,4,Dimension 4
35100030,-0.3377,0.82162,0.4222,1.61889,0.63125,5,Dimension 4
35100031,-1.03978,-0.6931,0.20118,0.8919,-0.15995,3,Dimension 4
35100032,-0.55225,1.39521,-0.2176,0.57371,0.29977,4,Dimension 2
35100033,-0.68545,-0.14731,-0.20858,0.40997,-0.15784,3,Dimension 4
35100035,0.65256,0.78289,1.38663,3.12882,1.48772,5,Dimension 4
35100036,0.9395,1.1991,1.57449,3.8144,1.88187,5,Dimension 4
35100040,0.99615,2.29519,2.33077,2.24678,1.96723,5,Dimension 3
35100041,0.58876,1.27922,-0.13651,2.19275,0.98106,5,Dimension 4
35100042,0.58853,1.92898,0.41837,3.09643,1.50808,5,Dimension 4
35100044,-0.32457,1.52809,0.77076,2.58991,1.14105,5,Dimension 4
35100045,-0.75795,-0.35612,0.4471,0.2788,-0.09704,3,Dimension 3
35100046,-0.81589,-0.41399,0.36086,0.04455,-0.20612,2,Dimension 3
35100047,0.16086,0.35736,0.87115,2.00171,0.84777,5,Dimension 4
35100048,-0.43013,0.83523,-0.59081,1.46901,0.32083,4,Dimension 4
35100049,0.57833,-0.03093,1.57771,1.65194,0.94426,5,Dimension 4
35100050,0.14437,0.64939,0.74584,1.36805,0.72691,5,Dimension 4
35100051,0.04595,1.41805,0.31943,2.28444,1.01697,5,Dimension 4
35100052,0.62054,0.83257,0.31341,2.59037,1.08922,5,Dimension 4
35100053,0.92702,1.1208,0.48056,3.76586,1.57356,5,Dimension 4
35100054,0.07857,-0.19871,-0.17118,0.99475,0.17586,4,Dimension 4
35100055,-0.42357,-0.6371,-0.01938,1.82373,0.18592,4,Dimension 4
35100056,-0.52681,0.15027,-0.69035,-0.01425,-0.27029,2,Dimension 2
35100057,0.19813,-0.54216,-0.40587,0.8507,0.0252,3,Dimension 4
35100058,-0.29482,0.5822,-0.29648,0.67557,0.16662,4,Dimension 4
35100059,1.70422,-1.38317,-1.05164,2.30153,0.39274,4,Dimension 4
35100060,0.54374,3.79928,-0.9957,1.0826,1.10748,5,Dimension 2
35100061,0.47179,1.1566,0.09321,2.49437,1.05399,5,Dimension 4
35100062,1.82726,1.91992,-0.1544,3.18579,1.69464,5,Dimension 4
35100063,1.69102,2.01785,-0.43385,2.70551,1.49513,5,Dimension 4
35100064,1.3303,2.18664,-0.18204,3.71593,1.76271,5,Dimension 4
35100065,0.80713,0.53195,0.45023,2.77067,1.14,5,Dimension 4
35100069,-0.23824,1.55226,-0.67442,0.86426,0.37597,4,Dimension 2
35100072,0.80003,8.86098,-2.40419,1.11952,2.09408,5,Dimension 2
35100073,0.19544,0.8891,-0.63892,2.06052,0.62653,5,Dimension 4
35100074,0.32236,0.20779,0.55343,1.89263,0.74405,5,Dimension 4
35100075,0.85197,2.67979,-0.20318,3.01857,1.58679,5,Dimension 4
35100076,-0.80597,0.60384,-0.03323,0.28733,0.01299,3,Dimension 2
35100077,-0.84796,-0.03824,-0.61218,0.17581,-0.33064,2,Dimension 4
35100078,-0.73395,-0.22049,-0.26334,0.17367,-0.26103,2,Dimension 4
35100079,-1.03132,-0.29325,-0.75404,-0.34894,-0.60689,1,Dimension 2
35100080,-0.78362,-0.5281,-0.61388,-0.3775,-0.57577,1,Dimension 4
35100081,-0.59262,0.26349,0.02886,-0.33225,-0.15813,3,Dimension 2
35100082,-0.75351,0.98464,-0.65364,-0.93351,-0.339,2,Dimension 2
35100083,-0.6324,-0.45022,-0.49619,-0.21706,-0.44897,2,Dimension 4
35100084,-0.35884,1.77777,-0.26914,0.35135,0.37529,4,Dimension 2
35100085,-0.66419,0.6207,-0.38208,-0.07223,-0.12445,3,Dimension 2
35100086,-0.63827,0.00214,-0.75844,-0.54966,-0.48606,1,Dimension 2
35100087,-0.30125,0.32775,-0.34672,0.07759,-0.06066,3,Dimension 2
35100088,-0.45277,0.19011,-0.72396,-1.76216,-0.68719,1,Dimension 2
35100089,-0.69776,-0.06066,-0.8602,-0.42242,-0.51026,1,Dimension 2
35100090,-0.70966,-0.56512,-1.03955,-1.24608,-0.8901,1,Dimension 2
35100092,-0.64459,-0.48861,-0.02051,-0.31837,-0.36802,2,Dimension 3
35100093,-0.78439,0.2355,-0.48353,-0.38989,-0.35558,2,Dimension 2
35100094,-0.75134,0.2838,-0.12319,0.75733,0.04165,3,Dimension 4
35100095,-0.82938,-0.64862,-0.53459,-0.78788,-0.70012,1,Dimension 3
35100096,-0.74648,-0.17967,-0.47999,0.00348,-0.35066,2,Dimension 4
35100097,-0.81055,-0.26739,0.51793,0.35179,-0.05206,3,Dimension 3
35100098,-0.06486,1.32877,-0.65672,1.84153,0.61218,5,Dimension 4
35100099,-0.63847,-0.27974,-0.6086,0.52163,-0.2513,2,Dimension 4
35100100,-0.0096,-0.39453,0.28633,1.10779,0.2475,4,Dimension 4
35100101,-0.66432,0.26761,-0.00694,0.71372,0.07752,4,Dimension 4
35100102,-0.57809,-0.0913,-0.12749,0.44786,-0.08726,3,Dimension 4
35100103,-0.57971,-0.11091,-0.31616,-0.32492,-0.33292,2,Dimension 2
35100104,-0.76555,-0.54831,-0.43185,-0.71691,-0.61565,1,Dimension 3
35100105,-0.8595,-0.13579,-0.85214,-1.49993,-0.83684,1,Dimension 2
35100106,-0.6771,-0.91482,-0.63886,-0.89811,-0.78222,1,Dimension 3
35100107,-0.37046,-0.50983,-0.83731,-1.13496,-0.71314,1,Dimension 1
35100108,-0.81291,-0.34673,-0.64069,-0.6064,-0.60168,1,Dimension 2
35100109,-0.71087,-0.40266,-0.88072,-0.76174,-0.689,1,Dimension 2
35100110,-0.75296,1.06938,-0.57398,0.19076,-0.0167,3,Dimension 2
35100111,-0.61216,0.00456,-0.68645,0.17123,-0.2807,2,Dimension 4
35100112,-0.55607,0.18657,0.23177,0.06097,-0.01919,3,Dimension 3
35100113,-0.79068,-0.63823,-0.04325,0.08242,-0.34743,2,Dimension 4
35100114,-0.85354,-0.02237,-0.79996,-0.04255,-0.4296,2,Dimension 2
35100115,-1.10549,-0.31366,-0.34422,-0.41862,-0.5455,1,Dimension 2
35100116,-0.80014,-0.21498,-0.49305,-0.14609,-0.41357,2,Dimension 4
35100119,-0.84817,0.06004,-0.05579,0.58489,-0.06476,3,Dimension 4
35100120,-0.80508,-0.27545,-0.73838,-0.3696,-0.54713,1,Dimension 2
35100122,-0.6682,-0.96927,-0.53985,0.19267,-0.49617,1,Dimension 4
35100124,-0.64412,-0.26047,-0.27396,0.39101,-0.19688,3,Dimension 4
35100125,-0.57868,-0.47538,-0.18452,0.70149,-0.13427,3,Dimension 4
35100126,0.37036,2.11987,-1.09549,0.97123,0.5915,5,Dimension 2
35100127,-0.42495,-0.26209,-0.24521,-0.02781,-0.24001,2,Dimension 4
35100128,-0.94221,-0.7934,-0.43794,-0.338,-0.62789,1,Dimension 4
35100129,0.22757,1.68493,-0.97122,0.85537,0.44916,5,Dimension 2
35100130,0.26317,1.70643,-1.00548,1.88527,0.71235,5,Dimension 4
35100131,-0.68203,-0.16585,-0.04693,-0.01865,-0.22836,2,Dimension 4
35100132,-0.66616,-0.26006,-0.58687,0.15139,-0.34043,2,Dimension 4
35100133,-0.80564,-0.36831,-0.07849,0.17124,-0.2703,2,Dimension 4
35100134,-0.22666,0.05895,-0.5628,0.2079,-0.13065,3,Dimension 4
35100135,-0.18426,1.94206,-0.70247,2.442,0.87433,5,Dimension 4
35100136,1.35205,1.11238,0.4027,3.46758,1.58368,5,Dimension 4
35100137,-0.56943,-0.14746,0.18845,1.05549,0.13176,4,Dimension 4
35100138,-0.2896,-0.21375,-0.47788,0.32915,-0.16302,3,Dimension 4
35100139,-1.01819,-0.00786,-0.31074,-0.14957,-0.37159,2,Dimension 2
35100140,-0.9098,-0.00736,-0.36599,-0.31884,-0.4005,2,Dimension 2
35100141,-0.73182,-0.23371,-0.72835,-0.84277,-0.63416,1,Dimension 2
35100142,0.09295,-0.88936,0.17445,0.22069,-0.10032,3,Dimension 4
35100144,-0.086,0.67514,0.40821,-0.47743,0.12998,4,Dimension 2
35100148,0.31136,1.02767,-0.41203,3.63761,1.14115,5,Dimension 4
35100149,0.61845,0.63522,0.38945,1.90407,0.8868,5,Dimension 4
35100151,-0.48092,0.60946,-0.97286,0.17765,-0.16667,3,Dimension 2
35100152,-0.20438,-0.57536,-0.13776,-0.24389,-0.29035,2,Dimension 3
35100153,-0.50305,0.37836,-0.11634,0.06667,-0.04359,3,Dimension 2
35100154,-0.22003,-0.59859,0.40445,0.91419,0.12501,4,Dimension 4
35100155,0.0173,-0.79094,0.26987,1.25517,0.18785,4,Dimension 4
35100156,1.16867,0.86803,1.37245,3.72557,1.78368,5,Dimension 4
35100157,-0.12216,2.39669,-1.02038,1.08894,0.58577,5,Dimension 2
35100158,-0.09785,0.20533,-0.85964,0.7423,-0.00247,3,Dimension 4
35100159,-0.63046,0.10592,-0.98874,0.65097,-0.21558,2,Dimension 4
35100162,0.57828,-0.31175,-0.16629,1.29838,0.34966,4,Dimension 4
35100163,-0.04981,0.72993,-0.7948,-0.11626,-0.05774,3,Dimension 2
35100164,-0.66678,-0.55598,-0.87256,0.18505,-0.47757,1,Dimension 4
35100165,1.18498,-0.76634,-0.50403,3.91852,0.95828,5,Dimension 4
35100166,-0.61954,-0.69704,-1.13457,-0.99569,-0.86171,1,Dimension 1
35100167,-0.48075,-0.71752,-0.91709,-0.34187,-0.61431,1,Dimension 4
35100168,0.15863,-1.06085,-0.39123,0.97182,-0.08041,3,Dimension 4
35100169,0.16193,0.32754,-0.49452,0.35641,0.08784,4,Dimension 4
35100170,1.02817,-0.90148,-0.32354,2.07059,0.46843,5,Dimension 4
35100171,1.7198,-0.91834,-0.39471,2.67569,0.77061,5,Dimension 4
35100172,1.2204,-1.01269,-0.18277,3.75091,0.94396,5,Dimension 4
