DAUID,CISV Dimension 1 Scores,CISV Dimension 2 Scores,CISV Dimension 3 Scores,CISV Dimension 4 Scores,CISV Scores,CISV Quintiles,CISV Most Vulnerable Dimension
10010683,-1.10372,-0.05925,0.07062,-0.24818,-0.33513,2,Dimension 3
10010684,-0.95323,0.46787,0.42635,-0.36709,-0.10653,3,Dimension 2
10010685,-1.23368,-0.76733,0.42149,-0.12971,-0.42731,2,Dimension 3
10010686,-1.15369,-0.30348,0.91785,-0.03644,-0.14394,3,Dimension 3
10010687,-1.18495,-1.59753,0.33902,0.73203,-0.42786,2,Dimension 4
10010688,-1.06069,-0.22433,0.48235,-0.84304,-0.41143,2,Dimension 3
10010689,-0.97339,0.33049,0.80995,0.54668,0.17843,4,Dimension 3
10010690,-1.29154,1.30878,-0.07661,0.62959,0.14255,4,Dimension 2
10010691,-1.02536,0.39625,0.44811,-0.03087,-0.05297,3,Dimension 3
10010692,-0.95811,1.24876,0.45141,0.34402,0.27152,4,Dimension 2
10010694,-0.97073,0.68824,1.20753,0.0704,0.24886,4,Dimension 3
10010695,-0.98892,1.136,1.44485,0.40411,0.49901,5,Dimension 3
10010696,-0.62435,1.95112,1.62615,-0.21521,0.68443,5,Dimension 2
10010697,-1.09892,1.37915,0.74451,0.03772,0.26561,4,Dimension 2
10010698,-1.0175,1.3345,1.26332,-0.52881,0.26288,4,Dimension 2
10010699,-0.89419,1.0284,0.8062,-0.06567,0.21868,4,Dimension 2
10010700,-0.93443,1.2738,1.23888,0.28577,0.46601,5,Dimension 2
10010701,-1.56592,-0.3178,0.64962,-0.20651,-0.36015,2,Dimension 3
10010702,-0.80086,1.58149,1.60129,0.34028,0.68055,5,Dimension 3
10010703,-0.62623,3.25971,1.72812,-0.69702,0.91614,5,Dimension 2
10010704,-0.90412,3.07107,1.33541,0.51162,1.00349,5,Dimension 2
10010705,-0.76834,1.93407,1.6945,2.06048,1.23018,5,Dimension 4
10010706,-1.17242,1.41263,1.30827,-0.78417,0.19108,4,Dimension 2
10010707,-0.91614,1.66063,1.61838,-0.64517,0.42943,5,Dimension 2
10010708,-1.04177,1.04973,2.14836,0.17233,0.58216,5,Dimension 3
10010709,-1.34899,0.2209,1.25032,-0.16481,-0.01065,3,Dimension 3
10010710,-0.84024,1.37144,1.48802,-0.03356,0.49642,5,Dimension 3
10010711,-1.10128,-0.07474,2.48492,-0.3149,0.2485,4,Dimension 3
10010712,-1.28197,0.42907,1.18827,0.38432,0.17993,4,Dimension 3
10010713,-1.427,1.06869,1.69096,0.07071,0.35084,4,Dimension 3
10010714,-1.26515,3.74414,1.06693,-0.19614,0.83745,5,Dimension 2
10010715,-0.76067,2.16245,1.34473,0.53815,0.82116,5,Dimension 2
10010716,-1.21383,0.45341,2.44616,-0.05907,0.40667,4,Dimension 3
10010717,-0.95633,1.13262,1.04274,-0.33567,0.22084,4,Dimension 2
10010718,-1.12499,0.64969,0.87657,-0.39695,0.00108,3,Dimension 3
10010719,-1.10964,0.68976,0.46856,-0.37441,-0.08143,3,Dimension 2
10010720,-0.94754,-0.00552,0.69972,0.2987,0.01134,3,Dimension 3
10010721,-0.60972,1.51287,0.98166,0.61548,0.62507,5,Dimension 2
10010722,-1.21387,0.60494,1.48192,1.1152,0.49705,5,Dimension 3
10010723,-1.286,3.53147,0.07829,-0.7683,0.38886,4,Dimension 2
10010724,-0.94858,1.11252,1.23705,0.85054,0.56288,5,Dimension 3
10010725,-1.36199,2.04917,1.02991,-0.52144,0.29891,4,Dimension 2
10010726,-1.11111,0.61748,0.1796,1.07487,0.19021,4,Dimension 4
10010727,-0.38544,2.22198,2.21078,0.66542,1.17819,5,Dimension 2
10010728,-1.15666,0.94829,1.49682,1.06246,0.58773,5,Dimension 3
10010729,-0.81,2.04282,1.44477,-0.24118,0.6091,5,Dimension 2
10010730,-0.85847,2.41988,1.86233,-0.79234,0.65785,5,Dimension 2
10010731,-0.92224,2.35286,1.65842,-0.52072,0.64208,5,Dimension 2
10010732,-1.04785,-0.39052,3.4897,-0.58543,0.36648,4,Dimension 3
10010733,-0.54951,2.348,1.28343,-0.30096,0.69524,5,Dimension 2
10010734,-1.17351,2.4365,1.30915,-1.11209,0.36501,4,Dimension 2
10010735,-0.79268,2.14445,1.83947,-0.46925,0.6805,5,Dimension 2
10010736,-0.60522,1.51321,1.81005,-0.09008,0.65699,5,Dimension 3
10010737,-1.02712,1.24332,1.18407,-0.55511,0.21129,4,Dimension 2
10010738,-1.1446,0.95608,1.57862,-0.27667,0.27836,4,Dimension 3
10010740,-0.50199,0.85822,2.05186,0.67789,0.77149,5,Dimension 3
10010741,-1.26025,0.42439,0.24667,-0.01588,-0.15127,3,Dimension 2
10010742,-1.06402,0.31953,1.15834,-0.14027,0.0684,4,Dimension 3
10010743,-1.28145,0.3738,-0.12451,-1.17221,-0.55109,1,Dimension 2
10010744,-0.75867,1.80829,1.73605,-0.38679,0.59972,5,Dimension 2
10010745,-0.24299,3.42976,1.39342,-1.04885,0.88283,5,Dimension 2
10010746,-0.79442,1.15264,1.14667,-0.19756,0.32683,4,Dimension 2
10010747,-1.54769,-0.97265,1.12569,1.02003,-0.09366,3,Dimension 3
10010748,-1.08813,-0.11777,2.55973,0.97033,0.58104,5,Dimension 3
10010749,-1.10583,-1.28507,2.484,-0.78649,-0.17335,3,Dimension 3
10010750,-1.13285,-0.03297,1.40388,1.03824,0.31907,4,Dimension 3
10010751,-1.1009,0.493,1.35299,-0.37683,0.09207,4,Dimension 3
10010752,-1.0024,0.63253,2.00074,-0.22741,0.35087,4,Dimension 3
10010753,-1.30477,0.02286,0.76957,0.38809,-0.03106,3,Dimension 3
10010754,-0.66106,2.56885,1.40062,-0.94293,0.59137,5,Dimension 2
10010755,-0.77922,1.36177,0.7761,-0.61821,0.18511,4,Dimension 2
10010756,-0.75042,2.75544,1.47965,-0.19744,0.82181,5,Dimension 2
10010757,-0.72472,2.47043,0.19071,-0.22673,0.42742,5,Dimension 2
10010758,-0.54151,1.86707,0.51215,0.15181,0.49738,5,Dimension 2
10010759,-1.20399,0.4778,1.0616,-0.62317,-0.07194,3,Dimension 3
10010760,-1.15805,1.88986,1.00344,-0.29459,0.36016,4,Dimension 2
10010761,-0.97491,0.22131,0.75214,-0.71474,-0.17905,3,Dimension 3
10010762,-0.76096,0.59674,1.41455,-0.2104,0.25998,4,Dimension 3
10010764,-1.01909,0.79448,0.97298,0.36125,0.27741,4,Dimension 3
10010765,-0.54682,1.25605,1.39327,1.04232,0.7862,5,Dimension 3
10010766,-1.02776,0.74672,1.49001,-0.48199,0.18175,4,Dimension 3
10010767,-0.88189,2.22529,0.97047,0.43507,0.68723,5,Dimension 2
10010768,-0.7678,0.12851,0.658,1.7075,0.43155,5,Dimension 4
10010769,-0.81781,-0.568,-0.13201,0.30001,-0.30445,2,Dimension 4
10010770,-1.01474,0.95038,-0.46348,-0.21042,-0.18457,3,Dimension 2
10010771,-0.974,-0.58701,-0.53474,0.06849,-0.50682,1,Dimension 4
10010772,-1.06678,-0.72454,-0.40326,0.13657,-0.5145,1,Dimension 4
10010773,-0.48547,0.32672,-0.13355,0.96735,0.16876,4,Dimension 4
10010774,-0.44718,0.15528,0.83499,1.81222,0.58883,5,Dimension 4
10010776,-0.57927,-1.05634,-0.27703,-0.9265,-0.70979,1,Dimension 3
10010777,-0.98714,-1.09629,-0.63061,-0.4546,-0.79216,1,Dimension 4
10010778,-0.94902,-0.1731,-0.21503,0.42245,-0.22867,2,Dimension 4
10010779,-0.5241,-0.1258,0.60032,-0.01934,-0.01723,3,Dimension 3
10010780,-0.88124,0.16348,0.17744,0.84663,0.07658,4,Dimension 4
10010781,-1.03144,-1.11324,-0.01058,-0.03642,-0.54792,1,Dimension 3
10010782,-1.15501,-0.35255,-0.0935,0.09451,-0.37664,2,Dimension 4
10010783,-1.08038,0.13119,0.2778,-0.12281,-0.19855,3,Dimension 3
10010784,-1.10025,0.27042,-0.4309,1.39643,0.03393,3,Dimension 4
10010785,-0.80276,-0.35753,-0.27129,0.07704,-0.33864,2,Dimension 4
10010786,-0.86499,-0.21721,-0.19032,-0.38605,-0.41464,2,Dimension 3
10010787,-0.98489,-1.07769,-0.13747,0.11251,-0.52188,1,Dimension 4
10010788,-0.95948,-0.59478,-0.01384,0.4133,-0.2887,2,Dimension 4
10010789,-1.22803,0.16916,-0.08355,-0.13854,-0.32024,2,Dimension 2
10010790,-0.93294,0.44409,0.2023,0.11277,-0.04344,3,Dimension 2
10010791,-0.92647,0.03342,-0.05749,0.72096,-0.05739,3,Dimension 4
10010792,-1.20417,-0.42132,-0.39794,-0.12949,-0.53823,1,Dimension 4
10010793,-1.14508,-0.95906,-0.05543,0.2577,-0.47547,1,Dimension 4
10010794,-1.02529,-0.47992,-0.6513,-0.27074,-0.60681,1,Dimension 4
10010795,-0.9696,-0.33457,-0.52198,-0.23941,-0.51639,1,Dimension 4
10010796,-0.79576,-0.11808,-0.22089,-0.54484,-0.41989,2,Dimension 2
10010798,-0.98371,-1.01414,-0.30654,0.09997,-0.55111,1,Dimension 4
10010799,-0.93875,-0.50781,-0.14136,-0.98133,-0.64231,1,Dimension 3
10010800,-0.80755,-0.21763,-0.38146,0.38601,-0.25516,2,Dimension 4
10010801,-0.83381,-0.92454,-0.34969,-0.28973,-0.59944,1,Dimension 4
10010802,-1.00756,-0.29248,-0.16813,-0.64502,-0.5283,1,Dimension 3
10010803,-1.11288,-0.83755,0.12715,-0.03544,-0.46468,1,Dimension 3
10010804,-0.8405,-1.3241,-0.30955,0.69637,-0.44444,2,Dimension 4
10010805,-1.0049,-0.39299,-0.03532,0.16705,-0.31654,2,Dimension 4
10010806,-0.61971,0.16497,0.71038,0.43803,0.17342,4,Dimension 3
10010807,-0.4147,2.22254,1.32069,0.16374,0.82307,5,Dimension 2
10010808,0.28263,3.5194,2.28548,0.43594,1.63086,5,Dimension 2
10010809,-0.73088,1.25915,0.5272,-0.14137,0.22852,4,Dimension 2
10010810,0.31193,3.99276,2.50326,-0.58758,1.55509,5,Dimension 2
10010811,-0.16759,3.06538,1.84109,0.48582,1.30618,5,Dimension 2
10010813,-0.36382,-0.59231,0.01681,0.92179,-0.00438,3,Dimension 4
10010814,-0.65666,-0.25095,-0.55194,0.26293,-0.29916,2,Dimension 4
10010815,1.26041,-0.91534,2.03268,2.39951,1.19431,5,Dimension 4
10010817,-1.02683,-1.07885,-0.39213,0.48975,-0.50202,1,Dimension 4
10010818,-1.15692,-0.72048,-0.69267,0.8598,-0.42757,2,Dimension 4
10010820,-0.88032,-0.75434,-0.0398,-0.04321,-0.42942,2,Dimension 3
10010821,-0.70235,-1.19076,-0.45993,-1.00274,-0.83894,1,Dimension 3
10010822,-0.7272,0.35343,0.16337,-0.42112,-0.15788,3,Dimension 2
10010823,-0.55084,-0.18123,0.19287,0.52781,-0.00285,3,Dimension 4
10010824,-0.80064,-0.36802,0.27379,0.29975,-0.14878,3,Dimension 4
10010827,-0.96738,-1.32179,-0.03647,-0.10637,-0.608,1,Dimension 3
10010828,-1.04363,-0.75789,-0.58936,-0.5429,-0.73344,1,Dimension 4
10010830,-0.79948,-1.14454,-0.39403,0.77905,-0.38975,2,Dimension 4
10010832,-1.12385,-0.01691,0.11225,0.10534,-0.23079,2,Dimension 3
10010833,-0.91579,-0.94021,-0.25176,0.37748,-0.43257,2,Dimension 4
10010834,-0.52763,-0.92214,-0.01162,0.89364,-0.14194,3,Dimension 4
10010835,-0.26415,-1.53085,-0.27849,1.23414,-0.20984,2,Dimension 4
10010836,-0.40723,-1.38495,-0.05453,0.38645,-0.36507,2,Dimension 4
10010837,-0.63091,-0.88472,-0.69352,-1.57568,-0.94621,1,Dimension 1
10010838,-0.75821,-0.81792,-0.6351,-1.52278,-0.9335,1,Dimension 3
10010839,-0.60429,-0.92954,-0.11045,-0.12524,-0.44238,2,Dimension 3
10010840,-0.58637,-0.65023,-0.08539,0.3818,-0.23505,2,Dimension 4
10010841,-0.92024,-1.10447,-0.56735,-0.01725,-0.65233,1,Dimension 4
10010842,-1.05877,-1.55612,-0.69019,-0.71643,-1.00538,1,Dimension 3
10010844,-1.06682,-0.86344,-0.55574,-0.45013,-0.73403,1,Dimension 4
10010846,-0.94713,-0.26145,-0.65472,0.32727,-0.38401,2,Dimension 4
10020079,-1.32031,1.64764,1.18256,-0.27442,0.30887,4,Dimension 2
10020081,-1.03826,1.23432,2.1708,-0.42085,0.4865,5,Dimension 3
10020082,-1.47727,0.65433,1.41573,0.97704,0.39246,4,Dimension 3
10020083,-1.73795,2.17385,1.94778,1.41249,0.94904,5,Dimension 2
10020084,-1.72332,0.20129,1.31882,0.01815,-0.04626,3,Dimension 3
10020085,-0.84938,1.74842,2.45542,0.76145,1.02898,5,Dimension 3
10020086,-1.32319,1.22433,3.12539,0.5605,0.89676,5,Dimension 3
10020087,-1.47508,1.45901,3.56848,1.35932,1.22793,5,Dimension 3
10020088,-1.1132,2.25838,2.42925,0.73111,1.07639,5,Dimension 3
10020089,-0.95704,2.45074,2.26392,-0.50381,0.81345,5,Dimension 2
10020091,-1.36,0.88459,2.86139,-0.36592,0.50502,5,Dimension 3
10020092,-1.38456,0.5959,3.4767,-0.80844,0.4699,5,Dimension 3
10020093,-0.89962,0.93872,3.96948,-0.74196,0.81665,5,Dimension 3
10020094,-1.53008,0.92631,1.41178,0.0825,0.22263,4,Dimension 3
10020095,-1.36649,1.75828,0.89068,0.26138,0.38596,4,Dimension 2
10020096,-1.13823,0.06055,0.50189,-0.20296,-0.19469,3,Dimension 3
10020097,-1.32264,-0.37137,0.97315,-0.34027,-0.26528,2,Dimension 3
10020098,-0.81587,0.69111,1.42872,0.19894,0.37573,4,Dimension 3
10020099,-1.12718,1.33401,1.36929,0.40429,0.4951,5,Dimension 3
10020100,-0.93661,1.39166,1.8201,0.62838,0.72588,5,Dimension 3
10020101,-0.81858,1.27762,1.08534,0.37179,0.47904,5,Dimension 2
10020102,-0.4464,1.40202,1.73295,0.76233,0.86273,5,Dimension 3
10020103,-0.71892,2.34889,2.585,0.28523,1.12505,5,Dimension 3
10020104,-1.03606,0.4519,1.68408,-0.61198,0.12198,4,Dimension 3
10020105,-1.61113,0.44672,1.27872,-0.28791,-0.0434,3,Dimension 3
10020106,-0.79416,1.33119,1.16594,0.1294,0.45809,5,Dimension 2
10020107,-1.19694,0.42609,1.25433,0.20107,0.17114,4,Dimension 3
10020108,-1.63141,0.3693,1.29009,-0.50731,-0.11983,3,Dimension 3
10020110,-1.11449,0.17139,1.138,-0.16635,0.00714,3,Dimension 3
10020111,-1.11284,0.14075,0.81511,-0.77655,-0.23338,2,Dimension 3
10020112,-1.52466,-0.20498,1.03924,0.03327,-0.16428,3,Dimension 3
10020113,-1.25673,1.45398,0.51063,0.29847,0.25159,4,Dimension 2
10020114,-0.96767,1.60616,1.64629,-0.3492,0.4839,5,Dimension 3
10020115,-0.64252,1.6055,2.57241,0.63378,1.04229,5,Dimension 3
10020116,-1.22298,0.6005,1.57029,-0.49777,0.11251,4,Dimension 3
10020117,-1.52461,-0.00852,0.56473,-1.00587,-0.49357,1,Dimension 3
10020118,-1.10524,1.17322,1.32372,-0.21741,0.29357,4,Dimension 3
10020119,-1.62877,0.45521,0.87285,-0.30301,-0.15093,3,Dimension 3
10020120,-1.13585,1.08338,1.74476,0.39327,0.52139,5,Dimension 3
10020122,-1.3014,1.59388,1.38529,-0.18545,0.37308,4,Dimension 2
10020123,-1.25621,0.19958,1.73104,0.51935,0.29844,4,Dimension 3
10020124,-0.9067,1.32079,2.6043,0.1504,0.7922,5,Dimension 3
10020125,-1.41511,-0.08639,2.62634,-0.50678,0.15451,4,Dimension 3
10020126,-1.26874,2.43975,4.19628,0.02099,1.34707,5,Dimension 3
10020127,-0.61362,2.34975,3.73713,0.20109,1.41859,5,Dimension 3
10020128,-1.00763,2.41346,1.98401,-0.50459,0.72131,5,Dimension 2
10020129,-1.34865,1.62772,2.82466,-0.33165,0.69302,5,Dimension 3
10020130,-1.38484,1.03076,1.37758,-0.04969,0.24345,4,Dimension 3
10020131,-1.32085,1.08167,1.96698,-0.85164,0.21904,4,Dimension 3
10020132,-1.31044,1.26297,1.57491,-0.49229,0.25879,4,Dimension 3
10020133,-1.20302,2.36638,1.08956,-0.95136,0.32539,4,Dimension 2
10020134,-0.86614,2.48783,1.16038,0.65499,0.85927,5,Dimension 2
10020135,-1.04857,1.69426,2.08316,0.48009,0.80224,5,Dimension 3
10020136,-1.49359,1.53833,0.73172,-0.08873,0.17193,4,Dimension 2
10020137,-1.38274,0.61086,1.42884,0.38277,0.25993,4,Dimension 3
10030057,-1.99848,1.98106,1.91281,3.17477,1.26754,5,Dimension 4
10030058,-1.37997,1.33479,2.70175,0.06345,0.68001,5,Dimension 3
10030059,-0.83892,1.43261,3.04138,0.90755,1.13566,5,Dimension 3
10030060,-1.149,1.04803,4.36343,1.52237,1.4462,5,Dimension 3
10030061,-0.71258,1.60274,1.36133,2.06567,1.07929,5,Dimension 4
10030062,-1.70881,1.06067,2.15941,-0.74884,0.19061,4,Dimension 3
10030063,-1.93393,0.53639,2.69755,-0.33458,0.24136,4,Dimension 3
10030064,-1.6222,2.84347,2.38252,-0.79718,0.70165,5,Dimension 2
10030066,-1.19167,0.32841,2.98435,-0.08984,0.50781,5,Dimension 3
10030067,-1.41836,0.54607,2.2118,0.47327,0.4532,5,Dimension 3
10030068,-1.76856,0.20051,2.48742,0.04316,0.24063,4,Dimension 3
10030069,-1.36617,1.08804,1.86593,-1.1244,0.11585,4,Dimension 3
10030070,-1.79594,0.96125,1.32958,0.96553,0.3651,4,Dimension 3
10030071,-1.29821,0.24975,3.52744,-1.00541,0.36839,4,Dimension 3
10030072,-1.03771,3.45003,2.44955,-0.32617,1.13392,5,Dimension 2
10030073,-1.70926,0.24077,3.42563,-0.0372,0.47999,5,Dimension 3
10030074,-1.17027,2.18539,2.01792,-0.75427,0.56969,5,Dimension 2
10030075,-1.33692,2.831,1.52998,0.05971,0.77094,5,Dimension 2
10030076,-1.08111,1.48598,2.43676,-0.15554,0.67152,5,Dimension 3
10030077,-1.8812,1.81134,2.7007,-1.00557,0.40632,4,Dimension 3
10030079,-1.2297,0.99916,2.75999,-0.44554,0.52098,5,Dimension 3
10030080,-1.79069,0.113,1.64587,-0.47572,-0.12689,3,Dimension 3
10030081,-1.51561,0.40677,2.69793,-1.14412,0.11124,4,Dimension 3
10030082,-1.50065,0.41878,1.79846,-0.17714,0.13486,4,Dimension 3
10030083,-0.89563,1.46061,2.25695,0.03311,0.71376,5,Dimension 3
10030084,-1.00928,1.78997,2.35037,-0.71481,0.60406,5,Dimension 3
10030085,-1.10636,-0.14622,0.81522,0.01289,-0.10612,3,Dimension 3
10030086,-1.19416,0.54838,1.45863,-0.44045,0.0931,4,Dimension 3
10030087,-1.19487,2.09267,0.8306,-0.22648,0.37548,4,Dimension 2
10030088,-1.20205,0.77156,0.73424,-1.03562,-0.18297,3,Dimension 2
10030089,-1.00421,1.24098,0.87641,-0.22381,0.22234,4,Dimension 2
10030090,-0.47953,1.68414,1.58957,-0.48899,0.5763,5,Dimension 2
10030091,-1.19572,0.9949,1.12945,-0.31961,0.15226,4,Dimension 3
10030092,-1.25991,1.47312,1.4559,-0.41457,0.31364,4,Dimension 2
10030093,-1.54624,1.35284,2.74753,0.21494,0.69227,5,Dimension 3
10030094,-1.89844,0.38004,1.18873,-0.83551,-0.29129,2,Dimension 3
10030095,-1.33333,0.96267,2.26874,-0.61994,0.31954,4,Dimension 3
10030096,-1.45527,1.63455,1.61974,0.70451,0.62588,5,Dimension 2
10030097,-1.82289,-1.2432,5.10738,-0.41468,0.40665,4,Dimension 3
10030098,-1.89902,-1.17543,5.07345,1.00167,0.75017,5,Dimension 3
10040077,-1.74326,-0.82592,2.88479,2.45335,0.69224,5,Dimension 3
10040078,-0.88072,1.25003,2.39745,0.98744,0.93855,5,Dimension 3
10040079,-0.65611,1.25492,3.15508,0.26034,1.00356,5,Dimension 3
10040080,-0.9325,0.03113,1.90511,-0.04295,0.2402,4,Dimension 3
10040081,-0.14558,1.66316,1.60053,1.85509,1.2433,5,Dimension 4
10040082,-0.38861,1.81175,2.90626,0.9701,1.32487,5,Dimension 3
10040083,0.16898,2.72126,2.83622,1.27723,1.75092,5,Dimension 3
10040084,-0.69431,0.71749,1.93089,1.53808,0.87304,5,Dimension 3
10040085,-0.34865,1.10334,2.51464,0.73439,1.00093,5,Dimension 3
10040086,-0.94326,1.30883,1.39827,1.29754,0.76535,5,Dimension 3
10040087,-0.95015,0.33995,3.01947,0.21812,0.65685,5,Dimension 3
10040088,0.00136,1.86853,3.07205,0.61504,1.38924,5,Dimension 3
10040089,-0.82772,2.1125,1.78433,1.36087,1.10749,5,Dimension 2
10040090,-0.78431,1.62097,1.20953,-0.19758,0.46215,5,Dimension 2
10040091,-1.23757,-0.29109,0.98502,0.04765,-0.124,3,Dimension 3
10040092,-0.9668,0.32779,1.39231,-0.3792,0.09352,4,Dimension 3
10040093,-1.29896,-0.25952,1.65092,-0.84267,-0.18756,3,Dimension 3
10040094,-1.24768,0.7392,1.63386,-0.30053,0.20621,4,Dimension 3
10040095,-1.20892,0.13535,1.39344,0.00295,0.0807,4,Dimension 3
10040096,-0.67008,1.8748,2.10227,0.54722,0.96355,5,Dimension 3
10040097,-0.95191,1.63904,2.12047,-0.07868,0.68223,5,Dimension 3
10040098,-0.01291,6.31772,-0.2185,2.73779,2.20603,5,Dimension 2
10040099,0.66965,1.70326,3.01794,3.32691,2.17944,5,Dimension 4
10040100,-0.24157,1.56013,3.26404,0.55012,1.28318,5,Dimension 3
10040101,-0.44077,1.94794,3.19909,1.00563,1.42797,5,Dimension 3
10040102,-0.53222,2.25905,3.6965,0.55326,1.49415,5,Dimension 3
10040103,-0.59886,1.11713,3.6326,-0.20605,0.98621,5,Dimension 3
10040104,-0.96688,0.44377,2.7819,-0.15044,0.52709,5,Dimension 3
10040105,-1.00569,0.71274,2.49713,-0.32213,0.47051,5,Dimension 3
10040106,-0.96306,1.68804,2.64441,0.55041,0.97995,5,Dimension 3
10040107,-0.55642,1.22516,3.61424,-0.01937,1.0659,5,Dimension 3
10040108,-1.15157,1.98497,3.66739,-0.94965,0.88778,5,Dimension 3
10040109,-0.97773,2.06205,3.45833,0.3028,1.21136,5,Dimension 3
10040110,-0.69738,1.51412,3.31102,-0.16625,0.99038,5,Dimension 3
10040111,-1.08383,1.24453,3.02145,0.31922,0.87534,5,Dimension 3
10040112,-0.78648,1.5854,1.65367,-0.436,0.50415,5,Dimension 3
10040113,-1.03357,1.86345,2.10908,-0.09147,0.71187,5,Dimension 3
10040114,-1.41524,0.77753,0.91134,-0.0945,0.04478,3,Dimension 3
10040115,-0.86544,1.30823,4.13844,0.25276,1.2085,5,Dimension 3
10040116,-0.88575,1.78908,3.88652,0.09701,1.22171,5,Dimension 3
10040117,-0.59071,2.01339,4.19713,1.46471,1.77113,5,Dimension 3
10040118,-0.97729,1.50513,3.5072,0.14463,1.04492,5,Dimension 3
10040119,-1.03141,1.4182,3.67435,0.22582,1.07174,5,Dimension 3
10040120,-0.9707,0.70745,4.27458,0.6581,1.16736,5,Dimension 3
10050076,-1.18248,1.22344,3.17887,-0.83544,0.5961,5,Dimension 3
10050077,-1.12165,2.13648,2.38338,-0.85638,0.63546,5,Dimension 3
10050078,-1.03104,0.59268,2.87995,0.10237,0.63599,5,Dimension 3
10050079,-0.95819,2.40693,2.30348,0.49033,1.06064,5,Dimension 2
10050080,-1.11223,0.18296,1.74135,0.49432,0.3266,4,Dimension 3
10050081,-1.0853,0.90686,1.38737,0.42207,0.40775,5,Dimension 3
10050082,-0.21154,2.36348,1.40991,0.35345,0.97883,5,Dimension 2
10050083,-0.44941,0.78006,1.55756,0.96037,0.71214,5,Dimension 3
10050084,-1.08737,0.76589,1.04145,0.67082,0.3477,4,Dimension 3
10050085,-0.93708,0.82496,1.38936,0.34643,0.40592,4,Dimension 3
10050086,-1.52332,0.66018,1.4513,-0.09379,0.12359,4,Dimension 3
10050087,-0.9169,1.26701,1.69908,0.38613,0.60883,5,Dimension 3
10050088,-0.91151,0.51617,1.17929,-0.25791,0.13151,4,Dimension 3
10050089,-1.21141,0.49601,0.9878,-0.38109,-0.02717,3,Dimension 3
10050090,-1.07018,0.64879,0.83508,-0.14146,0.06806,4,Dimension 3
10050092,-1.12539,-0.72154,0.70914,0.59869,-0.13477,3,Dimension 3
10050093,-1.00821,0.44354,0.69887,0.46532,0.14988,4,Dimension 3
10050094,-0.85007,1.43567,1.50641,-0.05084,0.51029,5,Dimension 3
10050095,-0.9913,0.66563,0.93228,0.17686,0.19587,4,Dimension 3
10050096,-1.31234,0.5702,0.36204,0.03257,-0.08688,3,Dimension 2
10050097,-1.33152,-0.20241,0.4984,-0.273,-0.32713,2,Dimension 3
10050098,-1.29518,-0.78259,0.58921,0.27185,-0.30418,2,Dimension 3
10050099,-1.22371,0.6094,0.13032,0.19496,-0.07226,3,Dimension 2
10050101,-1.22101,-1.1361,0.40158,0.31991,-0.40891,2,Dimension 3
10050102,-0.88968,0.51178,0.50123,0.29811,0.10536,4,Dimension 2
10050103,-1.33178,0.52902,0.3426,-0.17627,-0.15911,3,Dimension 2
10050104,-0.50065,0.17324,0.28112,0.08575,0.00987,3,Dimension 3
10050105,-0.86592,-0.16599,0.74634,-0.09377,-0.09484,3,Dimension 3
10050106,-0.75549,0.70727,0.05422,0.17001,0.044,3,Dimension 2
10050107,-0.07311,1.36549,0.6844,1.86719,0.96099,5,Dimension 4
10050108,-0.82713,-0.0657,0.48368,0.30217,-0.02674,3,Dimension 3
10050109,-0.95969,1.76532,0.98092,1.24624,0.7582,5,Dimension 2
10050110,-0.76044,1.34417,0.46317,-0.19534,0.21289,4,Dimension 2
10050111,-0.70565,1.23488,1.68658,0.71416,0.73249,5,Dimension 3
10050112,-0.90367,0.2122,1.20188,0.67552,0.29648,4,Dimension 3
10050113,-0.80926,0.29921,1.46469,0.53078,0.37135,4,Dimension 3
10050114,-1.09667,1.6078,0.28773,-0.17237,0.15662,4,Dimension 2
10050115,-1.00601,0.6971,1.61113,0.54719,0.46235,5,Dimension 3
10050116,-1.09611,0.41678,1.50537,0.1917,0.25444,4,Dimension 3
10050117,-1.3227,0.24948,1.12047,0.48045,0.13193,4,Dimension 3
10050118,-1.04384,0.53462,2.04003,-0.57203,0.2397,4,Dimension 3
10050119,-1.09253,0.18862,2.1068,0.47906,0.42049,5,Dimension 3
10050120,-1.64598,-0.59153,1.81021,0.24738,-0.04498,3,Dimension 3
10050121,-1.31443,0.97205,2.64621,-0.18297,0.53021,5,Dimension 3
10050123,-1.21381,1.15199,3.46011,-0.22875,0.79238,5,Dimension 3
10050124,-1.18256,0.45287,2.82519,0.37918,0.61867,5,Dimension 3
10050125,-1.10761,0.05802,2.95624,-0.2324,0.41856,5,Dimension 3
10050126,-1.41065,0.06321,2.76733,0.38268,0.45064,5,Dimension 3
10050127,-1.30788,0.41797,1.49748,0.03903,0.16165,4,Dimension 3
10050129,-0.80735,0.79197,1.4965,-0.11167,0.34236,4,Dimension 3
10050130,-1.35597,-0.40265,1.06422,-0.38279,-0.2693,2,Dimension 3
10050131,-1.3104,-0.56775,0.91772,0.28341,-0.16926,3,Dimension 3
10050132,-1.10713,0.36855,0.47283,-0.3661,-0.15796,3,Dimension 3
10050134,-0.83579,0.6368,1.73184,0.93891,0.61794,5,Dimension 3
10050135,-0.78145,0.91609,2.23368,0.72573,0.77351,5,Dimension 3
10050136,-1.27155,0.85921,1.23236,0.38943,0.30236,4,Dimension 3
10050137,-0.97654,0.55552,1.1121,0.27298,0.24101,4,Dimension 3
